n,theta_rad,theta_deg,axis,target_qubit,error_position,average_success,average_std_error_if_sampled,shots_reference
1,0.22689280275926285,13.0,Y,0,E4_after_final_H,0.9871850323926171,0.0035148602241229575,1024
1,0.22689280275926285,13.0,Y,0,no_error,0.9999999999999997,4.390296719884794e-10,1024
1,0.22689280275926285,13.0,Z,0,E1_before_H,0.9999999999999994,5.807816651298881e-10,1024
1,0.22689280275926285,13.0,Z,0,E2_after_first_H,0.9871850323926171,0.0035148602241229523,1024
1,0.22689280275926285,13.0,Z,0,E3_after_oracle,0.9871850323926171,0.0035148602241229523,1024
1,0.22689280275926285,13.0,Z,0,E4_after_final_H,0.9999999999999994,5.807816651298881e-10,1024
1,0.22689280275926285,13.0,Z,0,no_error,0.9999999999999997,4.390296719884794e-10,1024
1,0.24434609527920614,14.0,X,0,E1_before_H,0.9851478631379978,0.0037800296187448664,1024
1,0.24434609527920614,14.0,X,0,E2_after_first_H,0.9999999999999994,5.807816651298881e-10,1024
1,0.24434609527920614,14.0,X,0,E3_after_oracle,0.9999999999999994,5.807816651298881e-10,1024
1,0.24434609527920614,14.0,X,0,E4_after_final_H,0.9851478631379978,0.0037800296187448664,1024
1,0.24434609527920614,14.0,X,0,no_error,0.9999999999999997,4.390296719884794e-10,1024
1,0.24434609527920614,14.0,Y,0,E1_before_H,0.985147863137998,0.003780029618744843,1024
1,0.24434609527920614,14.0,Y,0,E2_after_first_H,0.985147863137998,0.003780029618744843,1024
1,0.24434609527920614,14.0,Y,0,E3_after_oracle,0.985147863137998,0.003780029618744843,1024
1,0.24434609527920614,14.0,Y,0,E4_after_final_H,0.9851478631379978,0.0037800296187448664,1024
1,0.24434609527920614,14.0,Y,0,no_error,0.9999999999999997,4.390296719884794e-10,1024
1,0.24434609527920614,14.0,Z,0,E1_before_H,0.9999999999999994,5.807816651298881e-10,1024
1,0.24434609527920614,14.0,Z,0,E2_after_first_H,0.9851478631379978,0.0037800296187448664,1024
1,0.24434609527920614,14.0,Z,0,E3_after_oracle,0.9851478631379978,0.0037800296187448664,1024
1,0.24434609527920614,14.0,Z,0,E4_after_final_H,0.9999999999999994,5.807816651298881e-10,1024
1,0.24434609527920614,14.0,Z,0,no_error,0.9999999999999997,4.390296719884794e-10,1024
1,0.2617993877991494,14.999999999999998,X,0,E1_before_H,0.9829629131445338,0.004044047579726935,1024
1,0.2617993877991494,14.999999999999998,X,0,E2_after_first_H,0.9999999999999994,5.807816651298881e-10,1024
1,0.2617993877991494,14.999999999999998,X,0,E3_after_oracle,0.9999999999999994,5.807816651298881e-10,1024
1,0.2617993877991494,14.999999999999998,X,0,E4_after_final_H,0.9829629131445338,0.004044047579726935,1024
1,0.2617993877991494,14.999999999999998,X,0,no_error,0.9999999999999997,4.390296719884794e-10,1024
1,0.2617993877991494,14.999999999999998,Y,0,E1_before_H,0.9829629131445338,0.004044047579726931,1024
1,0.2617993877991494,14.999999999999998,Y,0,E2_after_first_H,0.9829629131445338,0.004044047579726931,1024
1,0.2617993877991494,14.999999999999998,Y,0,E3_after_oracle,0.9829629131445338,0.004044047579726931,1024
1,0.2617993877991494,14.999999999999998,Y,0,E4_after_final_H,0.9829629131445338,0.004044047579726935,1024
1,0.2617993877991494,14.999999999999998,Y,0,no_error,0.9999999999999997,4.390296719884794e-10,1024
1,0.2617993877991494,14.999999999999998,Z,0,E1_before_H,0.9999999999999994,5.807816651298881e-10,1024
1,0.2617993877991494,14.999999999999998,Z,0,E2_after_first_H,0.9829629131445338,0.004044047579726935,1024
1,0.2617993877991494,14.999999999999998,Z,0,E3_after_oracle,0.9829629131445338,0.004044047579726935,1024
1,0.2617993877991494,14.999999999999998,Z,0,E4_after_final_H,0.9999999999999994,5.807816651298881e-10,1024
1,0.2617993877991494,14.999999999999998,Z,0,no_error,0.9999999999999997,4.390296719884794e-10,1024
1,0.2792526803190927,16.0,X,0,E1_before_H,0.980630847969159,0.004306833684640659,1024
1,0.2792526803190927,16.0,X,0,E2_after_first_H,0.9999999999999994,5.807816651298881e-10,1024
1,0.2792526803190927,16.0,X,0,E3_after_oracle,0.9999999999999994,5.807816651298881e-10,1024
1,0.2792526803190927,16.0,X,0,E4_after_final_H,0.9806308479691591,0.0043068336846406345,1024
1,0.2792526803190927,16.0,X,0,no_error,0.9999999999999997,4.390296719884794e-10,1024
1,0.2792526803190927,16.0,Y,0,E1_before_H,0.9806308479691591,0.0043068336846406345,1024
1,0.2792526803190927,16.0,Y,0,E2_after_first_H,0.9806308479691591,0.0043068336846406345,1024
1,0.2792526803190927,16.0,Y,0,E3_after_oracle,0.9806308479691591,0.0043068336846406345,1024
1,0.2792526803190927,16.0,Y,0,E4_after_final_H,0.9806308479691591,0.0043068336846406345,1024
1,0.2792526803190927,16.0,Y,0,no_error,0.9999999999999997,4.390296719884794e-10,1024
1,0.2792526803190927,16.0,Z,0,E1_before_H,0.9999999999999994,5.807816651298881e-10,1024
1,0.2792526803190927,16.0,Z,0,E2_after_first_H,0.980630847969159,0.004306833684640659,1024
1,0.2792526803190927,16.0,Z,0,E3_after_oracle,0.980630847969159,0.004306833684640659,1024
1,0.2792526803190927,16.0,Z,0,E4_after_final_H,0.9999999999999997,4.390296719884794e-10,1024
1,0.2792526803190927,16.0,Z,0,no_error,0.9999999999999997,4.390296719884794e-10,1024
1,0.29670597283903605,17.0,X,0,E1_before_H,0.9781523779815172,0.0045683078862928115,1024
1,0.29670597283903605,17.0,X,0,E2_after_first_H,0.9999999999999994,5.807816651298881e-10,1024
1,0.29670597283903605,17.0,X,0,E3_after_oracle,0.9999999999999994,5.807816651298881e-10,1024
1,0.29670597283903605,17.0,X,0,E4_after_final_H,0.9781523779815174,0.004568307886292789,1024
1,0.29670597283903605,17.0,X,0,no_error,0.9999999999999997,4.390296719884794e-10,1024
1,0.29670597283903605,17.0,Y,0,E1_before_H,0.9781523779815174,0.004568307886292789,1024
1,0.29670597283903605,17.0,Y,0,E2_after_first_H,0.9781523779815174,0.004568307886292789,1024
1,0.29670597283903605,17.0,Y,0,E3_after_oracle,0.9781523779815174,0.004568307886292789,1024
1,0.29670597283903605,17.0,Y,0,E4_after_final_H,0.9781523779815174,0.004568307886292789,1024
1,0.29670597283903605,17.0,Y,0,no_error,0.9999999999999997,4.390296719884794e-10,1024
1,0.29670597283903605,17.0,Z,0,E1_before_H,0.9999999999999994,5.807816651298881e-10,1024
1,0.29670597283903605,17.0,Z,0,E2_after_first_H,0.9781523779815172,0.0045683078862928115,1024
1,0.29670597283903605,17.0,Z,0,E3_after_oracle,0.9781523779815172,0.0045683078862928115,1024
1,0.29670597283903605,17.0,Z,0,E4_after_final_H,0.9999999999999997,4.390296719884794e-10,1024
1,0.29670597283903605,17.0,Z,0,no_error,0.9999999999999997,4.390296719884794e-10,1024
1,0.3141592653589793,18.0,X,0,E1_before_H,0.9755282581475765,0.004828390537108585,1024
