n,theta_rad,theta_deg,axis,target_qubit,error_position,average_success,average_std_error_if_sampled,shots_reference
1,2.5132741228718345,144.0,Z,0,E2_after_first_H,0.09549150281252651,0.009184144567069903,1024
1,2.5132741228718345,144.0,Z,0,E3_after_oracle,0.09549150281252651,0.009184144567069903,1024
1,2.5132741228718345,144.0,Z,0,E4_after_final_H,0.9999999999999997,4.390296719884794e-10,1024
1,2.5132741228718345,144.0,Z,0,no_error,0.9999999999999997,4.390296719884794e-10,1024
1,2.530727415391778,145.0,X,0,E1_before_H,0.09042397785550421,0.0089621318179851,1024
1,2.530727415391778,145.0,X,0,E2_after_first_H,0.9999999999999997,4.390296719884794e-10,1024
1,2.530727415391778,145.0,X,0,E3_after_oracle,0.9999999999999997,4.390296719884794e-10,1024
1,2.530727415391778,145.0,X,0,E4_after_final_H,0.09042397785550421,0.0089621318179851,1024
1,2.530727415391778,145.0,X,0,no_error,0.9999999999999997,4.390296719884794e-10,1024
1,2.530727415391778,145.0,Y,0,E1_before_H,0.09042397785550427,0.008962131817985101,1024
1,2.530727415391778,145.0,Y,0,E2_after_first_H,0.09042397785550427,0.008962131817985101,1024
1,2.530727415391778,145.0,Y,0,E3_after_oracle,0.09042397785550427,0.008962131817985101,1024
1,2.530727415391778,145.0,Y,0,E4_after_final_H,0.09042397785550421,0.0089621318179851,1024
1,2.530727415391778,145.0,Y,0,no_error,0.9999999999999997,4.390296719884794e-10,1024
1,2.530727415391778,145.0,Z,0,E1_before_H,0.9999999999999997,4.390296719884794e-10,1024
1,2.530727415391778,145.0,Z,0,E2_after_first_H,0.09042397785550421,0.0089621318179851,1024
1,2.530727415391778,145.0,Z,0,E3_after_oracle,0.09042397785550421,0.0089621318179851,1024
1,2.530727415391778,145.0,Z,0,E4_after_final_H,0.9999999999999997,4.390296719884794e-10,1024
1,2.530727415391778,145.0,Z,0,no_error,0.9999999999999997,4.390296719884794e-10,1024
1,2.548180707911721,146.0,X,0,E1_before_H,0.08548121372247934,0.008737389116730427,1024
1,2.548180707911721,146.0,X,0,E2_after_first_H,0.9999999999999994,5.807816651298881e-10,1024
1,2.548180707911721,146.0,X,0,E3_after_oracle,0.9999999999999994,5.807816651298881e-10,1024
1,2.548180707911721,146.0,X,0,E4_after_final_H,0.08548121372247934,0.008737389116730427,1024
1,2.548180707911721,146.0,X,0,no_error,0.9999999999999997,4.390296719884794e-10,1024
1,2.548180707911721,146.0,Y,0,E1_before_H,0.08548121372247934,0.008737389116730427,1024
1,2.548180707911721,146.0,Y,0,E2_after_first_H,0.08548121372247934,0.008737389116730427,1024
1,2.548180707911721,146.0,Y,0,E3_after_oracle,0.08548121372247934,0.008737389116730427,1024
1,2.548180707911721,146.0,Y,0,E4_after_final_H,0.08548121372247934,0.008737389116730427,1024
1,2.548180707911721,146.0,Y,0,no_error,0.9999999999999997,4.390296719884794e-10,1024
1,2.548180707911721,146.0,Z,0,E1_before_H,0.9999999999999994,5.807816651298881e-10,1024
1,2.548180707911721,146.0,Z,0,E2_after_first_H,0.08548121372247934,0.008737389116730427,1024
1,2.548180707911721,146.0,Z,0,E3_after_oracle,0.08548121372247934,0.008737389116730427,1024
1,2.548180707911721,146.0,Z,0,E4_after_final_H,0.9999999999999994,5.807816651298881e-10,1024
1,2.548180707911721,146.0,Z,0,no_error,0.9999999999999997,4.390296719884794e-10,1024
1,2.5656340004316642,147.0,X,0,E1_before_H,0.08066471602728818,0.008509984922109809,1024
1,2.5656340004316642,147.0,X,0,E2_after_first_H,0.9999999999999997,4.390296719884794e-10,1024
1,2.5656340004316642,147.0,X,0,E3_after_oracle,0.9999999999999997,4.390296719884794e-10,1024
1,2.5656340004316642,147.0,X,0,E4_after_final_H,0.08066471602728818,0.008509984922109809,1024
1,2.5656340004316642,147.0,X,0,no_error,0.9999999999999997,4.390296719884794e-10,1024
1,2.5656340004316642,147.0,Y,0,E1_before_H,0.08066471602728817,0.008509984922109807,1024
1,2.5656340004316642,147.0,Y,0,E2_after_first_H,0.08066471602728817,0.008509984922109807,1024
1,2.5656340004316642,147.0,Y,0,E3_after_oracle,0.08066471602728817,0.008509984922109807,1024
1,2.5656340004316642,147.0,Y,0,E4_after_final_H,0.08066471602728818,0.008509984922109809,1024
1,2.5656340004316642,147.0,Y,0,no_error,0.9999999999999997,4.390296719884794e-10,1024
1,2.5656340004316642,147.0,Z,0,E1_before_H,0.9999999999999997,4.390296719884794e-10,1024
1,2.5656340004316642,147.0,Z,0,E2_after_first_H,0.08066471602728818,0.008509984922109809,1024
1,2.5656340004316642,147.0,Z,0,E3_after_oracle,0.08066471602728818,0.008509984922109809,1024
1,2.5656340004316642,147.0,Z,0,E4_after_final_H,0.9999999999999997,4.390296719884794e-10,1024
1,2.5656340004316642,147.0,Z,0,no_error,0.9999999999999997,4.390296719884794e-10,1024
1,2.5830872929516078,148.0,X,0,E1_before_H,0.0759759519217871,0.008279988503643832,1024
1,2.5830872929516078,148.0,X,0,E2_after_first_H,0.9999999999999997,4.390296719884794e-10,1024
1,2.5830872929516078,148.0,X,0,E3_after_oracle,0.9999999999999997,4.390296719884794e-10,1024
1,2.5830872929516078,148.0,X,0,E4_after_final_H,0.0759759519217871,0.008279988503643832,1024
1,2.5830872929516078,148.0,X,0,no_error,0.9999999999999997,4.390296719884794e-10,1024
1,2.5830872929516078,148.0,Y,0,E1_before_H,0.07597595192178722,0.008279988503643837,1024
1,2.5830872929516078,148.0,Y,0,E2_after_first_H,0.07597595192178722,0.008279988503643837,1024
1,2.5830872929516078,148.0,Y,0,E3_after_oracle,0.07597595192178722,0.008279988503643837,1024
1,2.5830872929516078,148.0,Y,0,E4_after_final_H,0.0759759519217871,0.008279988503643832,1024
1,2.5830872929516078,148.0,Y,0,no_error,0.9999999999999997,4.390296719884794e-10,1024
1,2.5830872929516078,148.0,Z,0,E1_before_H,0.9999999999999997,4.390296719884794e-10,1024
1,2.5830872929516078,148.0,Z,0,E2_after_first_H,0.0759759519217871,0.008279988503643832,1024
1,2.5830872929516078,148.0,Z,0,E3_after_oracle,0.0759759519217871,0.008279988503643832,1024
1,2.5830872929516078,148.0,Z,0,E4_after_final_H,0.9999999999999997,4.390296719884794e-10,1024
1,2.5830872929516078,148.0,Z,0,no_error,0.9999999999999997,4.390296719884794e-10,1024
1,2.600540585471551,149.0,X,0,E1_before_H,0.0714163496489441,0.00804746992046961,1024
1,2.600540585471551,149.0,X,0,E2_after_first_H,0.9999999999999997,4.390296719884794e-10,1024
1,2.600540585471551,149.0,X,0,E3_after_oracle,0.9999999999999997,4.390296719884794e-10,1024
1,2.600540585471551,149.0,X,0,E4_after_final_H,0.07141634964894401,0.008047469920469605,1024
1,2.600540585471551,149.0,X,0,no_error,0.9999999999999997,4.390296719884794e-10,1024
1,2.600540585471551,149.0,Y,0,E1_before_H,0.07141634964894412,0.00804746992046961,1024
1,2.600540585471551,149.0,Y,0,E2_after_first_H,0.07141634964894412,0.00804746992046961,1024
1,2.600540585471551,149.0,Y,0,E3_after_oracle,0.07141634964894412,0.00804746992046961,1024
1,2.600540585471551,149.0,Y,0,E4_after_final_H,0.07141634964894401,0.008047469920469605,1024
1,2.600540585471551,149.0,Y,0,no_error,0.9999999999999997,4.390296719884794e-10,1024
1,2.600540585471551,149.0,Z,0,E1_before_H,0.9999999999999997,4.390296719884794e-10,1024
1,2.600540585471551,149.0,Z,0,E2_after_first_H,0.0714163496489441,0.00804746992046961,1024
1,2.600540585471551,149.0,Z,0,E3_after_oracle,0.0714163496489441,0.00804746992046961,1024
1,2.600540585471551,149.0,Z,0,E4_after_final_H,0.9999999999999997,4.390296719884794e-10,1024
1,2.600540585471551,149.0,Z,0,no_error,0.9999999999999997,4.390296719884794e-10,1024
1,2.6179938779914944,150.0,X,0,E1_before_H,0.06698729810778087,0.007812500000000009,1024
1,2.6179938779914944,150.0,X,0,E2_after_first_H,0.9999999999999994,5.807816651298881e-10,1024
1,2.6179938779914944,150.0,X,0,E3_after_oracle,0.9999999999999994,5.807816651298881e-10,1024
1,2.6179938779914944,150.0,X,0,E4_after_final_H,0.06698729810778077,0.007812500000000005,1024
1,2.6179938779914944,150.0,X,0,no_error,0.9999999999999997,4.390296719884794e-10,1024
1,2.6179938779914944,150.0,Y,0,E1_before_H,0.06698729810778076,0.007812500000000005,1024
1,2.6179938779914944,150.0,Y,0,E2_after_first_H,0.06698729810778076,0.007812500000000005,1024
1,2.6179938779914944,150.0,Y,0,E3_after_oracle,0.06698729810778076,0.007812500000000005,1024
1,2.6179938779914944,150.0,Y,0,E4_after_final_H,0.06698729810778077,0.007812500000000005,1024
1,2.6179938779914944,150.0,Y,0,no_error,0.9999999999999997,4.390296719884794e-10,1024
1,2.6179938779914944,150.0,Z,0,E1_before_H,0.9999999999999994,5.807816651298881e-10,1024
1,2.6179938779914944,150.0,Z,0,E2_after_first_H,0.06698729810778087,0.007812500000000009,1024
1,2.6179938779914944,150.0,Z,0,E3_after_oracle,0.06698729810778087,0.007812500000000009,1024
1,2.6179938779914944,150.0,Z,0,E4_after_final_H,0.9999999999999997,4.390296719884794e-10,1024
1,2.6179938779914944,150.0,Z,0,no_error,0.9999999999999997,4.390296719884794e-10,1024
1,2.6354471705114375,151.0,X,0,E1_before_H,0.06269014643030237,0.00757515031634903,1024
1,2.6354471705114375,151.0,X,0,E2_after_first_H,0.9999999999999994,5.807816651298881e-10,1024
1,2.6354471705114375,151.0,X,0,E3_after_oracle,0.9999999999999994,5.807816651298881e-10,1024
1,2.6354471705114375,151.0,X,0,E4_after_final_H,0.06269014643030227,0.007575150316349025,1024
1,2.6354471705114375,151.0,X,0,no_error,0.9999999999999997,4.390296719884794e-10,1024
1,2.6354471705114375,151.0,Y,0,E1_before_H,0.0626901464303023,0.007575150316349027,1024
1,2.6354471705114375,151.0,Y,0,E2_after_first_H,0.0626901464303023,0.007575150316349027,1024
1,2.6354471705114375,151.0,Y,0,E3_after_oracle,0.0626901464303023,0.007575150316349027,1024
1,2.6354471705114375,151.0,Y,0,E4_after_final_H,0.06269014643030227,0.007575150316349025,1024
1,2.6354471705114375,151.0,Y,0,no_error,0.9999999999999997,4.390296719884794e-10,1024
1,2.6354471705114375,151.0,Z,0,E1_before_H,0.9999999999999994,5.807816651298881e-10,1024
1,2.6354471705114375,151.0,Z,0,E2_after_first_H,0.06269014643030237,0.00757515031634903,1024
1,2.6354471705114375,151.0,Z,0,E3_after_oracle,0.06269014643030237,0.00757515031634903,1024
1,2.6354471705114375,151.0,Z,0,E4_after_final_H,0.9999999999999997,4.390296719884794e-10,1024
1,2.6354471705114375,151.0,Z,0,no_error,0.9999999999999997,4.390296719884794e-10,1024
1,2.652900463031381,152.0,X,0,E1_before_H,0.05852620357053664,0.00733549316852955,1024
1,2.652900463031381,152.0,X,0,E2_after_first_H,0.9999999999999994,5.807816651298881e-10,1024
1,2.652900463031381,152.0,X,0,E3_after_oracle,0.9999999999999994,5.807816651298881e-10,1024
1,2.652900463031381,152.0,X,0,E4_after_final_H,0.05852620357053664,0.00733549316852955,1024
1,2.652900463031381,152.0,X,0,no_error,0.9999999999999997,4.390296719884794e-10,1024
1,2.652900463031381,152.0,Y,0,E1_before_H,0.05852620357053662,0.007335493168529549,1024
1,2.652900463031381,152.0,Y,0,E2_after_first_H,0.05852620357053662,0.007335493168529549,1024
1,2.652900463031381,152.0,Y,0,E3_after_oracle,0.05852620357053662,0.007335493168529549,1024
1,2.652900463031381,152.0,Y,0,E4_after_final_H,0.05852620357053664,0.00733549316852955,1024
1,2.652900463031381,152.0,Y,0,no_error,0.9999999999999997,4.390296719884794e-10,1024
1,2.652900463031381,152.0,Z,0,E1_before_H,0.9999999999999994,5.807816651298881e-10,1024
1,2.652900463031381,152.0,Z,0,E2_after_first_H,0.05852620357053664,0.00733549316852955,1024
1,2.652900463031381,152.0,Z,0,E3_after_oracle,0.05852620357053664,0.00733549316852955,1024
1,2.652900463031381,152.0,Z,0,E4_after_final_H,0.9999999999999994,5.807816651298881e-10,1024
1,2.652900463031381,152.0,Z,0,no_error,0.9999999999999997,4.390296719884794e-10,1024
1,2.670353755551324,153.0,X,0,E1_before_H,0.05449673790581633,0.007093601558430435,1024
1,2.670353755551324,153.0,X,0,E2_after_first_H,0.9999999999999994,5.807816651298881e-10,1024
1,2.670353755551324,153.0,X,0,E3_after_oracle,0.9999999999999994,5.807816651298881e-10,1024
1,2.670353755551324,153.0,X,0,E4_after_final_H,0.05449673790581624,0.007093601558430428,1024
1,2.670353755551324,153.0,X,0,no_error,0.9999999999999997,4.390296719884794e-10,1024
1,2.670353755551324,153.0,Y,0,E1_before_H,0.05449673790581636,0.007093601558430438,1024
1,2.670353755551324,153.0,Y,0,E2_after_first_H,0.05449673790581636,0.007093601558430438,1024
1,2.670353755551324,153.0,Y,0,E3_after_oracle,0.05449673790581636,0.007093601558430438,1024
1,2.670353755551324,153.0,Y,0,E4_after_final_H,0.05449673790581624,0.007093601558430428,1024
1,2.670353755551324,153.0,Y,0,no_error,0.9999999999999997,4.390296719884794e-10,1024
1,2.670353755551324,153.0,Z,0,E1_before_H,0.9999999999999994,5.807816651298881e-10,1024
1,2.670353755551324,153.0,Z,0,E2_after_first_H,0.05449673790581633,0.007093601558430435,1024
1,2.670353755551324,153.0,Z,0,E3_after_oracle,0.05449673790581633,0.007093601558430435,1024
1,2.670353755551324,153.0,Z,0,E4_after_final_H,0.9999999999999997,4.390296719884794e-10,1024
1,2.670353755551324,153.0,Z,0,no_error,0.9999999999999997,4.390296719884794e-10,1024
1,2.6878070480712677,154.0,X,0,E1_before_H,0.05060297685041663,0.006849549168579342,1024
1,2.6878070480712677,154.0,X,0,E2_after_first_H,0.9999999999999997,4.390296719884794e-10,1024
1,2.6878070480712677,154.0,X,0,E3_after_oracle,0.9999999999999997,4.390296719884794e-10,1024
1,2.6878070480712677,154.0,X,0,E4_after_final_H,0.05060297685041665,0.006849549168579344,1024
1,2.6878070480712677,154.0,X,0,no_error,0.9999999999999997,4.390296719884794e-10,1024
1,2.6878070480712677,154.0,Y,0,E1_before_H,0.05060297685041662,0.006849549168579342,1024
1,2.6878070480712677,154.0,Y,0,E2_after_first_H,0.05060297685041662,0.006849549168579342,1024
1,2.6878070480712677,154.0,Y,0,E3_after_oracle,0.05060297685041662,0.006849549168579342,1024
1,2.6878070480712677,154.0,Y,0,E4_after_final_H,0.05060297685041665,0.006849549168579344,1024
1,2.6878070480712677,154.0,Y,0,no_error,0.9999999999999997,4.390296719884794e-10,1024
1,2.6878070480712677,154.0,Z,0,E1_before_H,0.9999999999999997,4.390296719884794e-10,1024
1,2.6878070480712677,154.0,Z,0,E2_after_first_H,0.05060297685041663,0.006849549168579342,1024
1,2.6878070480712677,154.0,Z,0,E3_after_oracle,0.05060297685041663,0.006849549168579342,1024
1,2.6878070480712677,154.0,Z,0,E4_after_final_H,0.9999999999999997,4.390296719884794e-10,1024
1,2.6878070480712677,154.0,Z,0,no_error,0.9999999999999997,4.390296719884794e-10,1024
1,2.705260340591211,155.0,X,0,E1_before_H,0.046846106481675205,0.006603410339698441,1024
1,2.705260340591211,155.0,X,0,E2_after_first_H,0.9999999999999994,5.807816651298881e-10,1024
1,2.705260340591211,155.0,X,0,E3_after_oracle,0.9999999999999994,5.807816651298881e-10,1024
1,2.705260340591211,155.0,X,0,E4_after_final_H,0.04684610648167514,0.0066034103396984374,1024
1,2.705260340591211,155.0,X,0,no_error,0.9999999999999997,4.390296719884794e-10,1024
1,2.705260340591211,155.0,Y,0,E1_before_H,0.04684610648167514,0.0066034103396984374,1024
1,2.705260340591211,155.0,Y,0,E2_after_first_H,0.04684610648167514,0.0066034103396984374,1024
1,2.705260340591211,155.0,Y,0,E3_after_oracle,0.04684610648167514,0.0066034103396984374,1024
1,2.705260340591211,155.0,Y,0,E4_after_final_H,0.04684610648167514,0.0066034103396984374,1024
1,2.705260340591211,155.0,Y,0,no_error,0.9999999999999997,4.390296719884794e-10,1024
1,2.705260340591211,155.0,Z,0,E1_before_H,0.9999999999999994,5.807816651298881e-10,1024
1,2.705260340591211,155.0,Z,0,E2_after_first_H,0.046846106481675205,0.006603410339698441,1024
1,2.705260340591211,155.0,Z,0,E3_after_oracle,0.046846106481675205,0.006603410339698441,1024
1,2.705260340591211,155.0,Z,0,E4_after_final_H,0.9999999999999997,4.390296719884794e-10,1024
1,2.705260340591211,155.0,Z,0,no_error,0.9999999999999997,4.390296719884794e-10,1024
1,2.722713633111154,156.0,X,0,E1_before_H,0.04322727117869981,0.006355260048059396,1024
1,2.722713633111154,156.0,X,0,E2_after_first_H,0.9999999999999994,5.807816651298881e-10,1024
1,2.722713633111154,156.0,X,0,E3_after_oracle,0.9999999999999994,5.807816651298881e-10,1024
1,2.722713633111154,156.0,X,0,E4_after_final_H,0.04322727117869981,0.006355260048059396,1024
1,2.722713633111154,156.0,X,0,no_error,0.9999999999999997,4.390296719884794e-10,1024
1,2.722713633111154,156.0,Y,0,E1_before_H,0.04322727117869982,0.006355260048059397,1024
1,2.722713633111154,156.0,Y,0,E2_after_first_H,0.04322727117869982,0.006355260048059397,1024
1,2.722713633111154,156.0,Y,0,E3_after_oracle,0.04322727117869982,0.006355260048059397,1024
1,2.722713633111154,156.0,Y,0,E4_after_final_H,0.04322727117869981,0.006355260048059396,1024
1,2.722713633111154,156.0,Y,0,no_error,0.9999999999999997,4.390296719884794e-10,1024
1,2.722713633111154,156.0,Z,0,E1_before_H,0.9999999999999994,5.807816651298881e-10,1024
1,2.722713633111154,156.0,Z,0,E2_after_first_H,0.04322727117869981,0.006355260048059396,1024
1,2.722713633111154,156.0,Z,0,E3_after_oracle,0.04322727117869981,0.006355260048059396,1024
1,2.722713633111154,156.0,Z,0,E4_after_final_H,0.9999999999999994,5.807816651298881e-10,1024
1,2.722713633111154,156.0,Z,0,no_error,0.9999999999999997,4.390296719884794e-10,1024
1,2.7401669256310974,157.0,X,0,E1_before_H,0.03974757327378008,0.006105173882644921,1024
1,2.7401669256310974,157.0,X,0,E2_after_first_H,0.9999999999999994,5.807816651298881e-10,1024
1,2.7401669256310974,157.0,X,0,E3_after_oracle,0.9999999999999994,5.807816651298881e-10,1024
1,2.7401669256310974,157.0,X,0,E4_after_final_H,0.039747573273779986,0.006105173882644913,1024
1,2.7401669256310974,157.0,X,0,no_error,0.9999999999999997,4.390296719884794e-10,1024
1,2.7401669256310974,157.0,Y,0,E1_before_H,0.039747573273780076,0.006105173882644921,1024
1,2.7401669256310974,157.0,Y,0,E2_after_first_H,0.039747573273780076,0.006105173882644921,1024
1,2.7401669256310974,157.0,Y,0,E3_after_oracle,0.039747573273780076,0.006105173882644921,1024
1,2.7401669256310974,157.0,Y,0,E4_after_final_H,0.039747573273779986,0.006105173882644913,1024
1,2.7401669256310974,157.0,Y,0,no_error,0.9999999999999997,4.390296719884794e-10,1024
1,2.7401669256310974,157.0,Z,0,E1_before_H,0.9999999999999994,5.807816651298881e-10,1024
1,2.7401669256310974,157.0,Z,0,E2_after_first_H,0.03974757327378008,0.006105173882644921,1024
1,2.7401669256310974,157.0,Z,0,E3_after_oracle,0.03974757327378008,0.006105173882644921,1024
1,2.7401669256310974,157.0,Z,0,E4_after_final_H,0.9999999999999997,4.390296719884794e-10,1024
1,2.7401669256310974,157.0,Z,0,no_error,0.9999999999999997,4.390296719884794e-10,1024
1,2.7576202181510405,158.0,X,0,E1_before_H,0.03640807271660645,0.005853228022123637,1024
1,2.7576202181510405,158.0,X,0,E2_after_first_H,0.9999999999999997,4.390296719884794e-10,1024
1,2.7576202181510405,158.0,X,0,E3_after_oracle,0.9999999999999997,4.390296719884794e-10,1024
1,2.7576202181510405,158.0,X,0,E4_after_final_H,0.03640807271660646,0.005853228022123638,1024
1,2.7576202181510405,158.0,X,0,no_error,0.9999999999999997,4.390296719884794e-10,1024
1,2.7576202181510405,158.0,Y,0,E1_before_H,0.03640807271660646,0.005853228022123638,1024
1,2.7576202181510405,158.0,Y,0,E2_after_first_H,0.03640807271660646,0.005853228022123638,1024
1,2.7576202181510405,158.0,Y,0,E3_after_oracle,0.03640807271660646,0.005853228022123638,1024
1,2.7576202181510405,158.0,Y,0,E4_after_final_H,0.03640807271660646,0.005853228022123638,1024
1,2.7576202181510405,158.0,Y,0,no_error,0.9999999999999997,4.390296719884794e-10,1024
1,2.7576202181510405,158.0,Z,0,E1_before_H,0.9999999999999997,4.390296719884794e-10,1024
1,2.7576202181510405,158.0,Z,0,E2_after_first_H,0.03640807271660645,0.005853228022123637,1024
1,2.7576202181510405,158.0,Z,0,E3_after_oracle,0.03640807271660645,0.005853228022123637,1024
1,2.7576202181510405,158.0,Z,0,E4_after_final_H,0.9999999999999997,4.390296719884794e-10,1024
1,2.7576202181510405,158.0,Z,0,no_error,0.9999999999999997,4.390296719884794e-10,1024
1,2.775073510670984,159.0,X,0,E1_before_H,0.033209786751399316,0.005599499211645333,1024
1,2.775073510670984,159.0,X,0,E2_after_first_H,0.9999999999999997,4.390296719884794e-10,1024
1,2.775073510670984,159.0,X,0,E3_after_oracle,0.9999999999999997,4.390296719884794e-10,1024
1,2.775073510670984,159.0,X,0,E4_after_final_H,0.033209786751399205,0.005599499211645324,1024
1,2.775073510670984,159.0,X,0,no_error,0.9999999999999997,4.390296719884794e-10,1024
1,2.775073510670984,159.0,Y,0,E1_before_H,0.0332097867513993,0.0055994992116453314,1024
1,2.775073510670984,159.0,Y,0,E2_after_first_H,0.0332097867513993,0.0055994992116453314,1024
1,2.775073510670984,159.0,Y,0,E3_after_oracle,0.0332097867513993,0.0055994992116453314,1024
1,2.775073510670984,159.0,Y,0,E4_after_final_H,0.033209786751399205,0.005599499211645324,1024
1,2.775073510670984,159.0,Y,0,no_error,0.9999999999999997,4.390296719884794e-10,1024
1,2.775073510670984,159.0,Z,0,E1_before_H,0.9999999999999997,4.390296719884794e-10,1024
1,2.775073510670984,159.0,Z,0,E2_after_first_H,0.033209786751399316,0.005599499211645333,1024
1,2.775073510670984,159.0,Z,0,E3_after_oracle,0.033209786751399316,0.005599499211645333,1024
1,2.775073510670984,159.0,Z,0,E4_after_final_H,0.9999999999999999,3.104408582051595e-10,1024
1,2.775073510670984,159.0,Z,0,no_error,0.9999999999999997,4.390296719884794e-10,1024
1,2.792526803190927,160.0,X,0,E1_before_H,0.030153689607046102,0.0053440647394636,1024
1,2.792526803190927,160.0,X,0,E2_after_first_H,0.9999999999999992,6.941668619401096e-10,1024
1,2.792526803190927,160.0,X,0,E3_after_oracle,0.9999999999999992,6.941668619401096e-10,1024
1,2.792526803190927,160.0,X,0,E4_after_final_H,0.03015368960704599,0.00534406473946359,1024
1,2.792526803190927,160.0,X,0,no_error,0.9999999999999997,4.390296719884794e-10,1024
1,2.792526803190927,160.0,Y,0,E1_before_H,0.030153689607045994,0.00534406473946359,1024
1,2.792526803190927,160.0,Y,0,E2_after_first_H,0.030153689607045994,0.00534406473946359,1024
1,2.792526803190927,160.0,Y,0,E3_after_oracle,0.030153689607045994,0.00534406473946359,1024
1,2.792526803190927,160.0,Y,0,E4_after_final_H,0.03015368960704599,0.00534406473946359,1024
1,2.792526803190927,160.0,Y,0,no_error,0.9999999999999997,4.390296719884794e-10,1024
1,2.792526803190927,160.0,Z,0,E1_before_H,0.9999999999999992,6.941668619401096e-10,1024
1,2.792526803190927,160.0,Z,0,E2_after_first_H,0.030153689607046102,0.0053440647394636,1024
1,2.792526803190927,160.0,Z,0,E3_after_oracle,0.030153689607046102,0.0053440647394636,1024
1,2.792526803190927,160.0,Z,0,E4_after_final_H,0.9999999999999994,5.807816651298881e-10,1024
1,2.792526803190927,160.0,Z,0,no_error,0.9999999999999997,4.390296719884794e-10,1024
1,2.8099800957108707,161.0,X,0,E1_before_H,0.027240712200341733,0.005087002413393086,1024
1,2.8099800957108707,161.0,X,0,E2_after_first_H,0.9999999999999997,4.390296719884794e-10,1024
1,2.8099800957108707,161.0,X,0,E3_after_oracle,0.9999999999999997,4.390296719884794e-10,1024
1,2.8099800957108707,161.0,X,0,E4_after_final_H,0.027240712200341733,0.005087002413393086,1024
1,2.8099800957108707,161.0,X,0,no_error,0.9999999999999997,4.390296719884794e-10,1024
1,2.8099800957108707,161.0,Y,0,E1_before_H,0.027240712200341726,0.005087002413393085,1024
1,2.8099800957108707,161.0,Y,0,E2_after_first_H,0.027240712200341726,0.005087002413393085,1024
1,2.8099800957108707,161.0,Y,0,E3_after_oracle,0.027240712200341726,0.005087002413393085,1024
1,2.8099800957108707,161.0,Y,0,E4_after_final_H,0.027240712200341733,0.005087002413393086,1024
1,2.8099800957108707,161.0,Y,0,no_error,0.9999999999999997,4.390296719884794e-10,1024
1,2.8099800957108707,161.0,Z,0,E1_before_H,0.9999999999999997,4.390296719884794e-10,1024
1,2.8099800957108707,161.0,Z,0,E2_after_first_H,0.027240712200341733,0.005087002413393086,1024
1,2.8099800957108707,161.0,Z,0,E3_after_oracle,0.027240712200341733,0.005087002413393086,1024
1,2.8099800957108707,161.0,Z,0,E4_after_final_H,0.9999999999999997,4.390296719884794e-10,1024
1,2.8099800957108707,161.0,Z,0,no_error,0.9999999999999997,4.390296719884794e-10,1024
1,2.827433388230814,162.0,X,0,E1_before_H,0.02447174185242339,0.00482839053710857,1024
1,2.827433388230814,162.0,X,0,E2_after_first_H,0.9999999999999994,5.807816651298881e-10,1024
1,2.827433388230814,162.0,X,0,E3_after_oracle,0.9999999999999994,5.807816651298881e-10,1024
1,2.827433388230814,162.0,X,0,E4_after_final_H,0.024471741852423318,0.0048283905371085635,1024
1,2.827433388230814,162.0,X,0,no_error,0.9999999999999997,4.390296719884794e-10,1024
1,2.827433388230814,162.0,Y,0,E1_before_H,0.02447174185242333,0.004828390537108564,1024
1,2.827433388230814,162.0,Y,0,E2_after_first_H,0.02447174185242333,0.004828390537108564,1024
1,2.827433388230814,162.0,Y,0,E3_after_oracle,0.02447174185242333,0.004828390537108564,1024
1,2.827433388230814,162.0,Y,0,E4_after_final_H,0.024471741852423318,0.0048283905371085635,1024
1,2.827433388230814,162.0,Y,0,no_error,0.9999999999999997,4.390296719884794e-10,1024
1,2.827433388230814,162.0,Z,0,E1_before_H,0.9999999999999994,5.807816651298881e-10,1024
1,2.827433388230814,162.0,Z,0,E2_after_first_H,0.02447174185242339,0.00482839053710857,1024
1,2.827433388230814,162.0,Z,0,E3_after_oracle,0.02447174185242339,0.00482839053710857,1024
1,2.827433388230814,162.0,Z,0,E4_after_final_H,0.9999999999999997,4.390296719884794e-10,1024
1,2.827433388230814,162.0,Z,0,no_error,0.9999999999999997,4.390296719884794e-10,1024
1,2.8448866807507573,163.0,X,0,E1_before_H,0.021847622018482487,0.0045683078862927854,1024
1,2.8448866807507573,163.0,X,0,E2_after_first_H,0.9999999999999994,5.807816651298881e-10,1024
1,2.8448866807507573,163.0,X,0,E3_after_oracle,0.9999999999999994,5.807816651298881e-10,1024
1,2.8448866807507573,163.0,X,0,E4_after_final_H,0.021847622018482376,0.004568307886292773,1024
1,2.8448866807507573,163.0,X,0,no_error,0.9999999999999997,4.390296719884794e-10,1024
1,2.8448866807507573,163.0,Y,0,E1_before_H,0.021847622018482477,0.004568307886292783,1024
1,2.8448866807507573,163.0,Y,0,E2_after_first_H,0.021847622018482477,0.004568307886292783,1024
1,2.8448866807507573,163.0,Y,0,E3_after_oracle,0.021847622018482477,0.004568307886292783,1024
1,2.8448866807507573,163.0,Y,0,E4_after_final_H,0.021847622018482376,0.004568307886292773,1024
1,2.8448866807507573,163.0,Y,0,no_error,0.9999999999999997,4.390296719884794e-10,1024
1,2.8448866807507573,163.0,Z,0,E1_before_H,0.9999999999999994,5.807816651298881e-10,1024
1,2.8448866807507573,163.0,Z,0,E2_after_first_H,0.021847622018482487,0.0045683078862927854,1024
