n,theta_rad,theta_deg,axis,target_qubit,error_position,P0_constant,P0_balanced,success_constant,success_balanced,average_success,shots
5,1.2217304763960306,70.0,Y,4,E2_after_first_H,0.6923828125,0.3134765625,0.6923828125,0.6865234375,0.689453125,1024
5,1.2217304763960306,70.0,Y,4,E3_after_oracle,0.6513671875,0.32421875,0.6513671875,0.67578125,0.66357421875,1024
5,1.2217304763960306,70.0,Y,4,E4_after_final_H,0.6845703125,0.3388671875,0.6845703125,0.6611328125,0.6728515625,1024
5,1.2217304763960306,70.0,Z,0,no_error,1.0,0.0,1.0,1.0,1.0,1024
5,1.2217304763960306,70.0,Z,0,E1_before_H,1.0,0.0,1.0,1.0,1.0,1024
5,1.2217304763960306,70.0,Z,0,E2_after_first_H,0.6689453125,0.0,0.6689453125,1.0,0.83447265625,1024
5,1.2217304763960306,70.0,Z,0,E3_after_oracle,0.685546875,0.0,0.685546875,1.0,0.8427734375,1024
5,1.2217304763960306,70.0,Z,0,E4_after_final_H,1.0,0.0,1.0,1.0,1.0,1024
5,1.2217304763960306,70.0,Z,1,no_error,1.0,0.0,1.0,1.0,1.0,1024
5,1.2217304763960306,70.0,Z,1,E1_before_H,1.0,0.0,1.0,1.0,1.0,1024
5,1.2217304763960306,70.0,Z,1,E2_after_first_H,0.66015625,0.0,0.66015625,1.0,0.830078125,1024
5,1.2217304763960306,70.0,Z,1,E3_after_oracle,0.6337890625,0.0,0.6337890625,1.0,0.81689453125,1024
5,1.2217304763960306,70.0,Z,1,E4_after_final_H,1.0,0.0,1.0,1.0,1.0,1024
5,1.2217304763960306,70.0,Z,2,no_error,1.0,0.0,1.0,1.0,1.0,1024
5,1.2217304763960306,70.0,Z,2,E1_before_H,1.0,0.0,1.0,1.0,1.0,1024
5,1.2217304763960306,70.0,Z,2,E2_after_first_H,0.6572265625,0.0,0.6572265625,1.0,0.82861328125,1024
5,1.2217304763960306,70.0,Z,2,E3_after_oracle,0.67578125,0.0,0.67578125,1.0,0.837890625,1024
5,1.2217304763960306,70.0,Z,2,E4_after_final_H,1.0,0.0,1.0,1.0,1.0,1024
5,1.2217304763960306,70.0,Z,3,no_error,1.0,0.0,1.0,1.0,1.0,1024
5,1.2217304763960306,70.0,Z,3,E1_before_H,1.0,0.0,1.0,1.0,1.0,1024
5,1.2217304763960306,70.0,Z,3,E2_after_first_H,0.662109375,0.0,0.662109375,1.0,0.8310546875,1024
5,1.2217304763960306,70.0,Z,3,E3_after_oracle,0.6513671875,0.0,0.6513671875,1.0,0.82568359375,1024
5,1.2217304763960306,70.0,Z,3,E4_after_final_H,1.0,0.0,1.0,1.0,1.0,1024
5,1.2217304763960306,70.0,Z,4,no_error,1.0,0.0,1.0,1.0,1.0,1024
5,1.2217304763960306,70.0,Z,4,E1_before_H,1.0,0.0,1.0,1.0,1.0,1024
5,1.2217304763960306,70.0,Z,4,E2_after_first_H,0.65234375,0.345703125,0.65234375,0.654296875,0.6533203125,1024
5,1.2217304763960306,70.0,Z,4,E3_after_oracle,0.650390625,0.3642578125,0.650390625,0.6357421875,0.64306640625,1024
5,1.2217304763960306,70.0,Z,4,E4_after_final_H,1.0,0.0,1.0,1.0,1.0,1024
5,1.3962634015954636,80.0,X,0,no_error,1.0,0.0,1.0,1.0,1.0,1024
5,1.3962634015954636,80.0,X,0,E1_before_H,0.595703125,0.0,0.595703125,1.0,0.7978515625,1024
5,1.3962634015954636,80.0,X,0,E2_after_first_H,1.0,0.0,1.0,1.0,1.0,1024
5,1.3962634015954636,80.0,X,0,E3_after_oracle,1.0,0.0,1.0,1.0,1.0,1024
5,1.3962634015954636,80.0,X,0,E4_after_final_H,0.5869140625,0.0,0.5869140625,1.0,0.79345703125,1024
5,1.3962634015954636,80.0,X,1,no_error,1.0,0.0,1.0,1.0,1.0,1024
5,1.3962634015954636,80.0,X,1,E1_before_H,0.5966796875,0.0,0.5966796875,1.0,0.79833984375,1024
5,1.3962634015954636,80.0,X,1,E2_after_first_H,1.0,0.0,1.0,1.0,1.0,1024
5,1.3962634015954636,80.0,X,1,E3_after_oracle,1.0,0.0,1.0,1.0,1.0,1024
5,1.3962634015954636,80.0,X,1,E4_after_final_H,0.5986328125,0.0,0.5986328125,1.0,0.79931640625,1024
5,1.3962634015954636,80.0,X,2,no_error,1.0,0.0,1.0,1.0,1.0,1024
5,1.3962634015954636,80.0,X,2,E1_before_H,0.5908203125,0.0,0.5908203125,1.0,0.79541015625,1024
5,1.3962634015954636,80.0,X,2,E2_after_first_H,1.0,0.0,1.0,1.0,1.0,1024
5,1.3962634015954636,80.0,X,2,E3_after_oracle,1.0,0.0,1.0,1.0,1.0,1024
5,1.3962634015954636,80.0,X,2,E4_after_final_H,0.548828125,0.0,0.548828125,1.0,0.7744140625,1024
5,1.3962634015954636,80.0,X,3,no_error,1.0,0.0,1.0,1.0,1.0,1024
5,1.3962634015954636,80.0,X,3,E1_before_H,0.5869140625,0.0,0.5869140625,1.0,0.79345703125,1024
5,1.3962634015954636,80.0,X,3,E2_after_first_H,1.0,0.0,1.0,1.0,1.0,1024
5,1.3962634015954636,80.0,X,3,E3_after_oracle,1.0,0.0,1.0,1.0,1.0,1024
5,1.3962634015954636,80.0,X,3,E4_after_final_H,0.591796875,0.0,0.591796875,1.0,0.7958984375,1024
5,1.3962634015954636,80.0,X,4,no_error,1.0,0.0,1.0,1.0,1.0,1024
5,1.3962634015954636,80.0,X,4,E1_before_H,0.5654296875,0.3984375,0.5654296875,0.6015625,0.58349609375,1024
5,1.3962634015954636,80.0,X,4,E2_after_first_H,1.0,0.0,1.0,1.0,1.0,1024
5,1.3962634015954636,80.0,X,4,E3_after_oracle,1.0,0.0,1.0,1.0,1.0,1024
5,1.3962634015954636,80.0,X,4,E4_after_final_H,0.5927734375,0.4423828125,0.5927734375,0.5576171875,0.5751953125,1024
5,1.3962634015954636,80.0,Y,0,no_error,1.0,0.0,1.0,1.0,1.0,1024
5,1.3962634015954636,80.0,Y,0,E1_before_H,0.5771484375,0.0,0.5771484375,1.0,0.78857421875,1024
5,1.3962634015954636,80.0,Y,0,E2_after_first_H,0.564453125,0.0,0.564453125,1.0,0.7822265625,1024
5,1.3962634015954636,80.0,Y,0,E3_after_oracle,0.5869140625,0.0,0.5869140625,1.0,0.79345703125,1024
5,1.3962634015954636,80.0,Y,0,E4_after_final_H,0.58203125,0.0,0.58203125,1.0,0.791015625,1024
5,1.3962634015954636,80.0,Y,1,no_error,1.0,0.0,1.0,1.0,1.0,1024
5,1.3962634015954636,80.0,Y,1,E1_before_H,0.5810546875,0.0,0.5810546875,1.0,0.79052734375,1024
5,1.3962634015954636,80.0,Y,1,E2_after_first_H,0.5927734375,0.0,0.5927734375,1.0,0.79638671875,1024
5,1.3962634015954636,80.0,Y,1,E3_after_oracle,0.5966796875,0.0,0.5966796875,1.0,0.79833984375,1024
5,1.3962634015954636,80.0,Y,1,E4_after_final_H,0.5859375,0.0,0.5859375,1.0,0.79296875,1024
5,1.3962634015954636,80.0,Y,2,no_error,1.0,0.0,1.0,1.0,1.0,1024
5,1.3962634015954636,80.0,Y,2,E1_before_H,0.5625,0.0,0.5625,1.0,0.78125,1024
5,1.3962634015954636,80.0,Y,2,E2_after_first_H,0.5712890625,0.0,0.5712890625,1.0,0.78564453125,1024
5,1.3962634015954636,80.0,Y,2,E3_after_oracle,0.611328125,0.0,0.611328125,1.0,0.8056640625,1024
5,1.3962634015954636,80.0,Y,2,E4_after_final_H,0.59375,0.0,0.59375,1.0,0.796875,1024
5,1.3962634015954636,80.0,Y,3,no_error,1.0,0.0,1.0,1.0,1.0,1024
5,1.3962634015954636,80.0,Y,3,E1_before_H,0.56640625,0.0,0.56640625,1.0,0.783203125,1024
5,1.3962634015954636,80.0,Y,3,E2_after_first_H,0.603515625,0.0,0.603515625,1.0,0.8017578125,1024
5,1.3962634015954636,80.0,Y,3,E3_after_oracle,0.56640625,0.0,0.56640625,1.0,0.783203125,1024
5,1.3962634015954636,80.0,Y,3,E4_after_final_H,0.572265625,0.0,0.572265625,1.0,0.7861328125,1024
5,1.3962634015954636,80.0,Y,4,no_error,1.0,0.0,1.0,1.0,1.0,1024
5,1.3962634015954636,80.0,Y,4,E1_before_H,0.583984375,0.4072265625,0.583984375,0.5927734375,0.58837890625,1024
5,1.3962634015954636,80.0,Y,4,E2_after_first_H,0.6083984375,0.4130859375,0.6083984375,0.5869140625,0.59765625,1024
5,1.3962634015954636,80.0,Y,4,E3_after_oracle,0.5791015625,0.408203125,0.5791015625,0.591796875,0.58544921875,1024
5,1.3962634015954636,80.0,Y,4,E4_after_final_H,0.578125,0.4169921875,0.578125,0.5830078125,0.58056640625,1024
5,1.3962634015954636,80.0,Z,0,no_error,1.0,0.0,1.0,1.0,1.0,1024
5,1.3962634015954636,80.0,Z,0,E1_before_H,1.0,0.0,1.0,1.0,1.0,1024
5,1.3962634015954636,80.0,Z,0,E2_after_first_H,0.5693359375,0.0,0.5693359375,1.0,0.78466796875,1024
5,1.3962634015954636,80.0,Z,0,E3_after_oracle,0.5693359375,0.0,0.5693359375,1.0,0.78466796875,1024
5,1.3962634015954636,80.0,Z,0,E4_after_final_H,1.0,0.0,1.0,1.0,1.0,1024
5,1.3962634015954636,80.0,Z,1,no_error,1.0,0.0,1.0,1.0,1.0,1024
5,1.3962634015954636,80.0,Z,1,E1_before_H,1.0,0.0,1.0,1.0,1.0,1024
5,1.3962634015954636,80.0,Z,1,E2_after_first_H,0.5791015625,0.0,0.5791015625,1.0,0.78955078125,1024
5,1.3962634015954636,80.0,Z,1,E3_after_oracle,0.5908203125,0.0,0.5908203125,1.0,0.79541015625,1024
5,1.3962634015954636,80.0,Z,1,E4_after_final_H,1.0,0.0,1.0,1.0,1.0,1024
5,1.3962634015954636,80.0,Z,2,no_error,1.0,0.0,1.0,1.0,1.0,1024
5,1.3962634015954636,80.0,Z,2,E1_before_H,1.0,0.0,1.0,1.0,1.0,1024
5,1.3962634015954636,80.0,Z,2,E2_after_first_H,0.5908203125,0.0,0.5908203125,1.0,0.79541015625,1024
5,1.3962634015954636,80.0,Z,2,E3_after_oracle,0.603515625,0.0,0.603515625,1.0,0.8017578125,1024
5,1.3962634015954636,80.0,Z,2,E4_after_final_H,1.0,0.0,1.0,1.0,1.0,1024
5,1.3962634015954636,80.0,Z,3,no_error,1.0,0.0,1.0,1.0,1.0,1024
5,1.3962634015954636,80.0,Z,3,E1_before_H,1.0,0.0,1.0,1.0,1.0,1024
5,1.3962634015954636,80.0,Z,3,E2_after_first_H,0.60546875,0.0,0.60546875,1.0,0.802734375,1024
5,1.3962634015954636,80.0,Z,3,E3_after_oracle,0.6181640625,0.0,0.6181640625,1.0,0.80908203125,1024
5,1.3962634015954636,80.0,Z,3,E4_after_final_H,1.0,0.0,1.0,1.0,1.0,1024
5,1.3962634015954636,80.0,Z,4,no_error,1.0,0.0,1.0,1.0,1.0,1024
5,1.3962634015954636,80.0,Z,4,E1_before_H,1.0,0.0,1.0,1.0,1.0,1024
5,1.3962634015954636,80.0,Z,4,E2_after_first_H,0.61328125,0.3974609375,0.61328125,0.6025390625,0.60791015625,1024
5,1.3962634015954636,80.0,Z,4,E3_after_oracle,0.5849609375,0.4248046875,0.5849609375,0.5751953125,0.580078125,1024
5,1.3962634015954636,80.0,Z,4,E4_after_final_H,1.0,0.0,1.0,1.0,1.0,1024
5,1.5707963267948966,90.0,X,0,no_error,1.0,0.0,1.0,1.0,1.0,1024
5,1.5707963267948966,90.0,X,0,E1_before_H,0.5126953125,0.0,0.5126953125,1.0,0.75634765625,1024
5,1.5707963267948966,90.0,X,0,E2_after_first_H,1.0,0.0,1.0,1.0,1.0,1024
5,1.5707963267948966,90.0,X,0,E3_after_oracle,1.0,0.0,1.0,1.0,1.0,1024
5,1.5707963267948966,90.0,X,0,E4_after_final_H,0.4931640625,0.0,0.4931640625,1.0,0.74658203125,1024
5,1.5707963267948966,90.0,X,1,no_error,1.0,0.0,1.0,1.0,1.0,1024
5,1.5707963267948966,90.0,X,1,E1_before_H,0.5166015625,0.0,0.5166015625,1.0,0.75830078125,1024
5,1.5707963267948966,90.0,X,1,E2_after_first_H,1.0,0.0,1.0,1.0,1.0,1024
5,1.5707963267948966,90.0,X,1,E3_after_oracle,1.0,0.0,1.0,1.0,1.0,1024
5,1.5707963267948966,90.0,X,1,E4_after_final_H,0.5068359375,0.0,0.5068359375,1.0,0.75341796875,1024
5,1.5707963267948966,90.0,X,2,no_error,1.0,0.0,1.0,1.0,1.0,1024
5,1.5707963267948966,90.0,X,2,E1_before_H,0.5048828125,0.0,0.5048828125,1.0,0.75244140625,1024
5,1.5707963267948966,90.0,X,2,E2_after_first_H,1.0,0.0,1.0,1.0,1.0,1024
5,1.5707963267948966,90.0,X,2,E3_after_oracle,1.0,0.0,1.0,1.0,1.0,1024
5,1.5707963267948966,90.0,X,2,E4_after_final_H,0.4970703125,0.0,0.4970703125,1.0,0.74853515625,1024
5,1.5707963267948966,90.0,X,3,no_error,1.0,0.0,1.0,1.0,1.0,1024
5,1.5707963267948966,90.0,X,3,E1_before_H,0.5185546875,0.0,0.5185546875,1.0,0.75927734375,1024
5,1.5707963267948966,90.0,X,3,E2_after_first_H,1.0,0.0,1.0,1.0,1.0,1024
5,1.5707963267948966,90.0,X,3,E3_after_oracle,1.0,0.0,1.0,1.0,1.0,1024
5,1.5707963267948966,90.0,X,3,E4_after_final_H,0.4970703125,0.0,0.4970703125,1.0,0.74853515625,1024
5,1.5707963267948966,90.0,X,4,no_error,1.0,0.0,1.0,1.0,1.0,1024
5,1.5707963267948966,90.0,X,4,E1_before_H,0.5068359375,0.5244140625,0.5068359375,0.4755859375,0.4912109375,1024
5,1.5707963267948966,90.0,X,4,E2_after_first_H,1.0,0.0,1.0,1.0,1.0,1024
5,1.5707963267948966,90.0,X,4,E3_after_oracle,1.0,0.0,1.0,1.0,1.0,1024
5,1.5707963267948966,90.0,X,4,E4_after_final_H,0.490234375,0.505859375,0.490234375,0.494140625,0.4921875,1024
5,1.5707963267948966,90.0,Y,0,no_error,1.0,0.0,1.0,1.0,1.0,1024
5,1.5707963267948966,90.0,Y,0,E1_before_H,0.5087890625,0.0,0.5087890625,1.0,0.75439453125,1024
5,1.5707963267948966,90.0,Y,0,E2_after_first_H,0.4931640625,0.0,0.4931640625,1.0,0.74658203125,1024
5,1.5707963267948966,90.0,Y,0,E3_after_oracle,0.50390625,0.0,0.50390625,1.0,0.751953125,1024
5,1.5707963267948966,90.0,Y,0,E4_after_final_H,0.5048828125,0.0,0.5048828125,1.0,0.75244140625,1024
5,1.5707963267948966,90.0,Y,1,no_error,1.0,0.0,1.0,1.0,1.0,1024
5,1.5707963267948966,90.0,Y,1,E1_before_H,0.4970703125,0.0,0.4970703125,1.0,0.74853515625,1024
5,1.5707963267948966,90.0,Y,1,E2_after_first_H,0.486328125,0.0,0.486328125,1.0,0.7431640625,1024
5,1.5707963267948966,90.0,Y,1,E3_after_oracle,0.5302734375,0.0,0.5302734375,1.0,0.76513671875,1024
5,1.5707963267948966,90.0,Y,1,E4_after_final_H,0.5107421875,0.0,0.5107421875,1.0,0.75537109375,1024
5,1.5707963267948966,90.0,Y,2,no_error,1.0,0.0,1.0,1.0,1.0,1024
5,1.5707963267948966,90.0,Y,2,E1_before_H,0.513671875,0.0,0.513671875,1.0,0.7568359375,1024
5,1.5707963267948966,90.0,Y,2,E2_after_first_H,0.5263671875,0.0,0.5263671875,1.0,0.76318359375,1024
5,1.5707963267948966,90.0,Y,2,E3_after_oracle,0.478515625,0.0,0.478515625,1.0,0.7392578125,1024
5,1.5707963267948966,90.0,Y,2,E4_after_final_H,0.484375,0.0,0.484375,1.0,0.7421875,1024
5,1.5707963267948966,90.0,Y,3,no_error,1.0,0.0,1.0,1.0,1.0,1024
5,1.5707963267948966,90.0,Y,3,E1_before_H,0.5087890625,0.0,0.5087890625,1.0,0.75439453125,1024
5,1.5707963267948966,90.0,Y,3,E2_after_first_H,0.521484375,0.0,0.521484375,1.0,0.7607421875,1024
5,1.5707963267948966,90.0,Y,3,E3_after_oracle,0.5107421875,0.0,0.5107421875,1.0,0.75537109375,1024
5,1.5707963267948966,90.0,Y,3,E4_after_final_H,0.5009765625,0.0,0.5009765625,1.0,0.75048828125,1024
5,1.5707963267948966,90.0,Y,4,no_error,1.0,0.0,1.0,1.0,1.0,1024
5,1.5707963267948966,90.0,Y,4,E1_before_H,0.4921875,0.5078125,0.4921875,0.4921875,0.4921875,1024
5,1.5707963267948966,90.0,Y,4,E2_after_first_H,0.529296875,0.49609375,0.529296875,0.50390625,0.5166015625,1024
5,1.5707963267948966,90.0,Y,4,E3_after_oracle,0.490234375,0.4765625,0.490234375,0.5234375,0.5068359375,1024
5,1.5707963267948966,90.0,Y,4,E4_after_final_H,0.5068359375,0.5146484375,0.5068359375,0.4853515625,0.49609375,1024
5,1.5707963267948966,90.0,Z,0,no_error,1.0,0.0,1.0,1.0,1.0,1024
5,1.5707963267948966,90.0,Z,0,E1_before_H,1.0,0.0,1.0,1.0,1.0,1024
5,1.5707963267948966,90.0,Z,0,E2_after_first_H,0.5166015625,0.0,0.5166015625,1.0,0.75830078125,1024
5,1.5707963267948966,90.0,Z,0,E3_after_oracle,0.5166015625,0.0,0.5166015625,1.0,0.75830078125,1024
5,1.5707963267948966,90.0,Z,0,E4_after_final_H,1.0,0.0,1.0,1.0,1.0,1024
5,1.5707963267948966,90.0,Z,1,no_error,1.0,0.0,1.0,1.0,1.0,1024
5,1.5707963267948966,90.0,Z,1,E1_before_H,1.0,0.0,1.0,1.0,1.0,1024
5,1.5707963267948966,90.0,Z,1,E2_after_first_H,0.494140625,0.0,0.494140625,1.0,0.7470703125,1024
5,1.5707963267948966,90.0,Z,1,E3_after_oracle,0.4931640625,0.0,0.4931640625,1.0,0.74658203125,1024
5,1.5707963267948966,90.0,Z,1,E4_after_final_H,1.0,0.0,1.0,1.0,1.0,1024
5,1.5707963267948966,90.0,Z,2,no_error,1.0,0.0,1.0,1.0,1.0,1024
5,1.5707963267948966,90.0,Z,2,E1_before_H,1.0,0.0,1.0,1.0,1.0,1024
5,1.5707963267948966,90.0,Z,2,E2_after_first_H,0.494140625,0.0,0.494140625,1.0,0.7470703125,1024
5,1.5707963267948966,90.0,Z,2,E3_after_oracle,0.4736328125,0.0,0.4736328125,1.0,0.73681640625,1024
5,1.5707963267948966,90.0,Z,2,E4_after_final_H,1.0,0.0,1.0,1.0,1.0,1024
5,1.5707963267948966,90.0,Z,3,no_error,1.0,0.0,1.0,1.0,1.0,1024
5,1.5707963267948966,90.0,Z,3,E1_before_H,1.0,0.0,1.0,1.0,1.0,1024
5,1.5707963267948966,90.0,Z,3,E2_after_first_H,0.51171875,0.0,0.51171875,1.0,0.755859375,1024
5,1.5707963267948966,90.0,Z,3,E3_after_oracle,0.5185546875,0.0,0.5185546875,1.0,0.75927734375,1024
5,1.5707963267948966,90.0,Z,3,E4_after_final_H,1.0,0.0,1.0,1.0,1.0,1024
5,1.5707963267948966,90.0,Z,4,no_error,1.0,0.0,1.0,1.0,1.0,1024
5,1.5707963267948966,90.0,Z,4,E1_before_H,1.0,0.0,1.0,1.0,1.0,1024
5,1.5707963267948966,90.0,Z,4,E2_after_first_H,0.5126953125,0.5029296875,0.5126953125,0.4970703125,0.5048828125,1024
5,1.5707963267948966,90.0,Z,4,E3_after_oracle,0.50390625,0.486328125,0.50390625,0.513671875,0.5087890625,1024
5,1.5707963267948966,90.0,Z,4,E4_after_final_H,1.0,0.0,1.0,1.0,1.0,1024
5,1.7453292519943295,100.0,X,0,no_error,1.0,0.0,1.0,1.0,1.0,1024
5,1.7453292519943295,100.0,X,0,E1_before_H,0.439453125,0.0,0.439453125,1.0,0.7197265625,1024
5,1.7453292519943295,100.0,X,0,E2_after_first_H,1.0,0.0,1.0,1.0,1.0,1024
5,1.7453292519943295,100.0,X,0,E3_after_oracle,1.0,0.0,1.0,1.0,1.0,1024
5,1.7453292519943295,100.0,X,0,E4_after_final_H,0.3818359375,0.0,0.3818359375,1.0,0.69091796875,1024
5,1.7453292519943295,100.0,X,1,no_error,1.0,0.0,1.0,1.0,1.0,1024
5,1.7453292519943295,100.0,X,1,E1_before_H,0.404296875,0.0,0.404296875,1.0,0.7021484375,1024
5,1.7453292519943295,100.0,X,1,E2_after_first_H,1.0,0.0,1.0,1.0,1.0,1024
5,1.7453292519943295,100.0,X,1,E3_after_oracle,1.0,0.0,1.0,1.0,1.0,1024
5,1.7453292519943295,100.0,X,1,E4_after_final_H,0.412109375,0.0,0.412109375,1.0,0.7060546875,1024
5,1.7453292519943295,100.0,X,2,no_error,1.0,0.0,1.0,1.0,1.0,1024
5,1.7453292519943295,100.0,X,2,E1_before_H,0.416015625,0.0,0.416015625,1.0,0.7080078125,1024
5,1.7453292519943295,100.0,X,2,E2_after_first_H,1.0,0.0,1.0,1.0,1.0,1024
5,1.7453292519943295,100.0,X,2,E3_after_oracle,1.0,0.0,1.0,1.0,1.0,1024
5,1.7453292519943295,100.0,X,2,E4_after_final_H,0.3896484375,0.0,0.3896484375,1.0,0.69482421875,1024
5,1.7453292519943295,100.0,X,3,no_error,1.0,0.0,1.0,1.0,1.0,1024
5,1.7453292519943295,100.0,X,3,E1_before_H,0.4267578125,0.0,0.4267578125,1.0,0.71337890625,1024
5,1.7453292519943295,100.0,X,3,E2_after_first_H,1.0,0.0,1.0,1.0,1.0,1024
5,1.7453292519943295,100.0,X,3,E3_after_oracle,1.0,0.0,1.0,1.0,1.0,1024
5,1.7453292519943295,100.0,X,3,E4_after_final_H,0.38671875,0.0,0.38671875,1.0,0.693359375,1024
5,1.7453292519943295,100.0,X,4,no_error,1.0,0.0,1.0,1.0,1.0,1024
5,1.7453292519943295,100.0,X,4,E1_before_H,0.4248046875,0.5849609375,0.4248046875,0.4150390625,0.419921875,1024
5,1.7453292519943295,100.0,X,4,E2_after_first_H,1.0,0.0,1.0,1.0,1.0,1024
5,1.7453292519943295,100.0,X,4,E3_after_oracle,1.0,0.0,1.0,1.0,1.0,1024
5,1.7453292519943295,100.0,X,4,E4_after_final_H,0.4208984375,0.607421875,0.4208984375,0.392578125,0.40673828125,1024
5,1.7453292519943295,100.0,Y,0,no_error,1.0,0.0,1.0,1.0,1.0,1024
5,1.7453292519943295,100.0,Y,0,E1_before_H,0.416015625,0.0,0.416015625,1.0,0.7080078125,1024
5,1.7453292519943295,100.0,Y,0,E2_after_first_H,0.4306640625,0.0,0.4306640625,1.0,0.71533203125,1024
5,1.7453292519943295,100.0,Y,0,E3_after_oracle,0.40234375,0.0,0.40234375,1.0,0.701171875,1024
5,1.7453292519943295,100.0,Y,0,E4_after_final_H,0.4013671875,0.0,0.4013671875,1.0,0.70068359375,1024
5,1.7453292519943295,100.0,Y,1,no_error,1.0,0.0,1.0,1.0,1.0,1024
5,1.7453292519943295,100.0,Y,1,E1_before_H,0.4423828125,0.0,0.4423828125,1.0,0.72119140625,1024
5,1.7453292519943295,100.0,Y,1,E2_after_first_H,0.4306640625,0.0,0.4306640625,1.0,0.71533203125,1024
5,1.7453292519943295,100.0,Y,1,E3_after_oracle,0.400390625,0.0,0.400390625,1.0,0.7001953125,1024
5,1.7453292519943295,100.0,Y,1,E4_after_final_H,0.4052734375,0.0,0.4052734375,1.0,0.70263671875,1024
5,1.7453292519943295,100.0,Y,2,no_error,1.0,0.0,1.0,1.0,1.0,1024
5,1.7453292519943295,100.0,Y,2,E1_before_H,0.42578125,0.0,0.42578125,1.0,0.712890625,1024
5,1.7453292519943295,100.0,Y,2,E2_after_first_H,0.3857421875,0.0,0.3857421875,1.0,0.69287109375,1024
5,1.7453292519943295,100.0,Y,2,E3_after_oracle,0.4208984375,0.0,0.4208984375,1.0,0.71044921875,1024
5,1.7453292519943295,100.0,Y,2,E4_after_final_H,0.3935546875,0.0,0.3935546875,1.0,0.69677734375,1024
5,1.7453292519943295,100.0,Y,3,no_error,1.0,0.0,1.0,1.0,1.0,1024
5,1.7453292519943295,100.0,Y,3,E1_before_H,0.408203125,0.0,0.408203125,1.0,0.7041015625,1024
5,1.7453292519943295,100.0,Y,3,E2_after_first_H,0.41015625,0.0,0.41015625,1.0,0.705078125,1024
5,1.7453292519943295,100.0,Y,3,E3_after_oracle,0.4091796875,0.0,0.4091796875,1.0,0.70458984375,1024
5,1.7453292519943295,100.0,Y,3,E4_after_final_H,0.4052734375,0.0,0.4052734375,1.0,0.70263671875,1024
5,1.7453292519943295,100.0,Y,4,no_error,1.0,0.0,1.0,1.0,1.0,1024
5,1.7453292519943295,100.0,Y,4,E1_before_H,0.419921875,0.564453125,0.419921875,0.435546875,0.427734375,1024
5,1.7453292519943295,100.0,Y,4,E2_after_first_H,0.3994140625,0.5849609375,0.3994140625,0.4150390625,0.4072265625,1024
5,1.7453292519943295,100.0,Y,4,E3_after_oracle,0.380859375,0.603515625,0.380859375,0.396484375,0.388671875,1024
5,1.7453292519943295,100.0,Y,4,E4_after_final_H,0.4208984375,0.556640625,0.4208984375,0.443359375,0.43212890625,1024
5,1.7453292519943295,100.0,Z,0,no_error,1.0,0.0,1.0,1.0,1.0,1024
5,1.7453292519943295,100.0,Z,0,E1_before_H,1.0,0.0,1.0,1.0,1.0,1024
5,1.7453292519943295,100.0,Z,0,E2_after_first_H,0.416015625,0.0,0.416015625,1.0,0.7080078125,1024
5,1.7453292519943295,100.0,Z,0,E3_after_oracle,0.3984375,0.0,0.3984375,1.0,0.69921875,1024
5,1.7453292519943295,100.0,Z,0,E4_after_final_H,1.0,0.0,1.0,1.0,1.0,1024
5,1.7453292519943295,100.0,Z,1,no_error,1.0,0.0,1.0,1.0,1.0,1024
5,1.7453292519943295,100.0,Z,1,E1_before_H,1.0,0.0,1.0,1.0,1.0,1024
5,1.7453292519943295,100.0,Z,1,E2_after_first_H,0.40625,0.0,0.40625,1.0,0.703125,1024
5,1.7453292519943295,100.0,Z,1,E3_after_oracle,0.435546875,0.0,0.435546875,1.0,0.7177734375,1024
5,1.7453292519943295,100.0,Z,1,E4_after_final_H,1.0,0.0,1.0,1.0,1.0,1024
5,1.7453292519943295,100.0,Z,2,no_error,1.0,0.0,1.0,1.0,1.0,1024
5,1.7453292519943295,100.0,Z,2,E1_before_H,1.0,0.0,1.0,1.0,1.0,1024
5,1.7453292519943295,100.0,Z,2,E2_after_first_H,0.4033203125,0.0,0.4033203125,1.0,0.70166015625,1024
5,1.7453292519943295,100.0,Z,2,E3_after_oracle,0.42578125,0.0,0.42578125,1.0,0.712890625,1024
5,1.7453292519943295,100.0,Z,2,E4_after_final_H,1.0,0.0,1.0,1.0,1.0,1024
5,1.7453292519943295,100.0,Z,3,no_error,1.0,0.0,1.0,1.0,1.0,1024
5,1.7453292519943295,100.0,Z,3,E1_before_H,1.0,0.0,1.0,1.0,1.0,1024
5,1.7453292519943295,100.0,Z,3,E2_after_first_H,0.4189453125,0.0,0.4189453125,1.0,0.70947265625,1024
5,1.7453292519943295,100.0,Z,3,E3_after_oracle,0.3974609375,0.0,0.3974609375,1.0,0.69873046875,1024
5,1.7453292519943295,100.0,Z,3,E4_after_final_H,1.0,0.0,1.0,1.0,1.0,1024
5,1.7453292519943295,100.0,Z,4,no_error,1.0,0.0,1.0,1.0,1.0,1024
5,1.7453292519943295,100.0,Z,4,E1_before_H,1.0,0.0,1.0,1.0,1.0,1024
5,1.7453292519943295,100.0,Z,4,E2_after_first_H,0.4150390625,0.58203125,0.4150390625,0.41796875,0.41650390625,1024
5,1.7453292519943295,100.0,Z,4,E3_after_oracle,0.4130859375,0.5869140625,0.4130859375,0.4130859375,0.4130859375,1024
5,1.7453292519943295,100.0,Z,4,E4_after_final_H,1.0,0.0,1.0,1.0,1.0,1024
