n,theta_rad,theta_deg,axis,target_qubit,error_position,P0_constant,P0_balanced,success_constant,success_balanced,average_success,shots
1,2.443460952792061,140.0,Z,0,E4_after_final_H,1.0,0.0,1.0,1.0,1.0,1024
1,2.6179938779914944,150.0,X,0,no_error,1.0,0.0,1.0,1.0,1.0,1024
1,2.6179938779914944,150.0,X,0,E1_before_H,0.0693359375,0.912109375,0.0693359375,0.087890625,0.07861328125,1024
1,2.6179938779914944,150.0,X,0,E2_after_first_H,1.0,0.0,1.0,1.0,1.0,1024
1,2.6179938779914944,150.0,X,0,E3_after_oracle,1.0,0.0,1.0,1.0,1.0,1024
1,2.6179938779914944,150.0,X,0,E4_after_final_H,0.0654296875,0.9169921875,0.0654296875,0.0830078125,0.07421875,1024
1,2.6179938779914944,150.0,Y,0,no_error,1.0,0.0,1.0,1.0,1.0,1024
1,2.6179938779914944,150.0,Y,0,E1_before_H,0.0732421875,0.9521484375,0.0732421875,0.0478515625,0.060546875,1024
1,2.6179938779914944,150.0,Y,0,E2_after_first_H,0.068359375,0.94140625,0.068359375,0.05859375,0.0634765625,1024
1,2.6179938779914944,150.0,Y,0,E3_after_oracle,0.060546875,0.94140625,0.060546875,0.05859375,0.0595703125,1024
1,2.6179938779914944,150.0,Y,0,E4_after_final_H,0.07421875,0.9296875,0.07421875,0.0703125,0.072265625,1024
1,2.6179938779914944,150.0,Z,0,no_error,1.0,0.0,1.0,1.0,1.0,1024
1,2.6179938779914944,150.0,Z,0,E1_before_H,1.0,0.0,1.0,1.0,1.0,1024
1,2.6179938779914944,150.0,Z,0,E2_after_first_H,0.060546875,0.9267578125,0.060546875,0.0732421875,0.06689453125,1024
1,2.6179938779914944,150.0,Z,0,E3_after_oracle,0.076171875,0.919921875,0.076171875,0.080078125,0.078125,1024
1,2.6179938779914944,150.0,Z,0,E4_after_final_H,1.0,0.0,1.0,1.0,1.0,1024
