n,p,target_qubit,function,error_position,P0,shots
5,0.30000000000000004,2,constant_1,D(P)3_after_oracle,0.849609375,4096
5,0.30000000000000004,2,constant_1,D(P)4_after_final_H,0.85888671875,4096
5,0.35000000000000003,2,constant_1,no_error,1.0,4096
5,0.35000000000000003,2,constant_1,D(P)1_before_H,0.81689453125,4096
5,0.35000000000000003,2,constant_1,D(P)2_after_first_H,0.831787109375,4096
5,0.35000000000000003,2,constant_1,D(P)3_after_oracle,0.83056640625,4096
5,0.35000000000000003,2,constant_1,D(P)4_after_final_H,0.828125,4096
5,0.4,2,constant_1,no_error,1.0,4096
5,0.4,2,constant_1,D(P)1_before_H,0.793701171875,4096
5,0.4,2,constant_1,D(P)2_after_first_H,0.78857421875,4096
5,0.4,2,constant_1,D(P)3_after_oracle,0.804443359375,4096
5,0.4,2,constant_1,D(P)4_after_final_H,0.80712890625,4096
5,0.45,2,constant_1,no_error,1.0,4096
5,0.45,2,constant_1,D(P)1_before_H,0.762451171875,4096
5,0.45,2,constant_1,D(P)2_after_first_H,0.779052734375,4096
5,0.45,2,constant_1,D(P)3_after_oracle,0.77197265625,4096
5,0.45,2,constant_1,D(P)4_after_final_H,0.774658203125,4096
5,0.5,2,constant_1,no_error,1.0,4096
5,0.5,2,constant_1,D(P)1_before_H,0.745849609375,4096
5,0.5,2,constant_1,D(P)2_after_first_H,0.7412109375,4096
5,0.5,2,constant_1,D(P)3_after_oracle,0.747802734375,4096
5,0.5,2,constant_1,D(P)4_after_final_H,0.74462890625,4096
5,0.55,2,constant_1,no_error,1.0,4096
5,0.55,2,constant_1,D(P)1_before_H,0.732177734375,4096
5,0.55,2,constant_1,D(P)2_after_first_H,0.724853515625,4096
5,0.55,2,constant_1,D(P)3_after_oracle,0.71923828125,4096
5,0.55,2,constant_1,D(P)4_after_final_H,0.726806640625,4096
5,0.6000000000000001,2,constant_1,no_error,1.0,4096
5,0.6000000000000001,2,constant_1,D(P)1_before_H,0.69677734375,4096
5,0.6000000000000001,2,constant_1,D(P)2_after_first_H,0.703369140625,4096
5,0.6000000000000001,2,constant_1,D(P)3_after_oracle,0.70068359375,4096
5,0.6000000000000001,2,constant_1,D(P)4_after_final_H,0.708740234375,4096
5,0.65,2,constant_1,no_error,1.0,4096
5,0.65,2,constant_1,D(P)1_before_H,0.676025390625,4096
5,0.65,2,constant_1,D(P)2_after_first_H,0.668212890625,4096
5,0.65,2,constant_1,D(P)3_after_oracle,0.66845703125,4096
5,0.65,2,constant_1,D(P)4_after_final_H,0.683837890625,4096
5,0.7000000000000001,2,constant_1,no_error,1.0,4096
5,0.7000000000000001,2,constant_1,D(P)1_before_H,0.649169921875,4096
5,0.7000000000000001,2,constant_1,D(P)2_after_first_H,0.652099609375,4096
5,0.7000000000000001,2,constant_1,D(P)3_after_oracle,0.657958984375,4096
5,0.7000000000000001,2,constant_1,D(P)4_after_final_H,0.65380859375,4096
5,0.75,2,constant_1,no_error,1.0,4096
5,0.75,2,constant_1,D(P)1_before_H,0.62646484375,4096
5,0.75,2,constant_1,D(P)2_after_first_H,0.638427734375,4096
5,0.75,2,constant_1,D(P)3_after_oracle,0.61669921875,4096
5,0.75,2,constant_1,D(P)4_after_final_H,0.627685546875,4096
5,0.8,2,constant_1,no_error,1.0,4096
5,0.8,2,constant_1,D(P)1_before_H,0.5908203125,4096
5,0.8,2,constant_1,D(P)2_after_first_H,0.59033203125,4096
5,0.8,2,constant_1,D(P)3_after_oracle,0.61083984375,4096
5,0.8,2,constant_1,D(P)4_after_final_H,0.59765625,4096
5,0.8500000000000001,2,constant_1,no_error,1.0,4096
5,0.8500000000000001,2,constant_1,D(P)1_before_H,0.562744140625,4096
5,0.8500000000000001,2,constant_1,D(P)2_after_first_H,0.5771484375,4096
5,0.8500000000000001,2,constant_1,D(P)3_after_oracle,0.56640625,4096
5,0.8500000000000001,2,constant_1,D(P)4_after_final_H,0.57275390625,4096
5,0.9,2,constant_1,no_error,1.0,4096
5,0.9,2,constant_1,D(P)1_before_H,0.556640625,4096
5,0.9,2,constant_1,D(P)2_after_first_H,0.55224609375,4096
5,0.9,2,constant_1,D(P)3_after_oracle,0.552978515625,4096
5,0.9,2,constant_1,D(P)4_after_final_H,0.5458984375,4096
5,0.9500000000000001,2,constant_1,no_error,1.0,4096
5,0.9500000000000001,2,constant_1,D(P)1_before_H,0.512451171875,4096
5,0.9500000000000001,2,constant_1,D(P)2_after_first_H,0.53466796875,4096
5,0.9500000000000001,2,constant_1,D(P)3_after_oracle,0.51806640625,4096
5,0.9500000000000001,2,constant_1,D(P)4_after_final_H,0.529541015625,4096
5,1.0,2,constant_1,no_error,1.0,4096
5,1.0,2,constant_1,D(P)1_before_H,0.490478515625,4096
5,1.0,2,constant_1,D(P)2_after_first_H,0.5087890625,4096
5,1.0,2,constant_1,D(P)3_after_oracle,0.498046875,4096
5,1.0,2,constant_1,D(P)4_after_final_H,0.503662109375,4096
5,0.0,2,constant_0,no_error,1.0,4096
5,0.0,2,constant_0,D(P)1_before_H,1.0,4096
5,0.0,2,constant_0,D(P)2_after_first_H,1.0,4096
5,0.0,2,constant_0,D(P)3_after_oracle,1.0,4096
5,0.0,2,constant_0,D(P)4_after_final_H,1.0,4096
5,0.05,2,constant_0,no_error,1.0,4096
5,0.05,2,constant_0,D(P)1_before_H,0.978271484375,4096
5,0.05,2,constant_0,D(P)2_after_first_H,0.981201171875,4096
5,0.05,2,constant_0,D(P)3_after_oracle,0.97314453125,4096
5,0.05,2,constant_0,D(P)4_after_final_H,0.978515625,4096
5,0.1,2,constant_0,no_error,1.0,4096
5,0.1,2,constant_0,D(P)1_before_H,0.94677734375,4096
5,0.1,2,constant_0,D(P)2_after_first_H,0.954833984375,4096
5,0.1,2,constant_0,D(P)3_after_oracle,0.94775390625,4096
5,0.1,2,constant_0,D(P)4_after_final_H,0.94775390625,4096
5,0.15000000000000002,2,constant_0,no_error,1.0,4096
5,0.15000000000000002,2,constant_0,D(P)1_before_H,0.927978515625,4096
5,0.15000000000000002,2,constant_0,D(P)2_after_first_H,0.927490234375,4096
5,0.15000000000000002,2,constant_0,D(P)3_after_oracle,0.92236328125,4096
5,0.15000000000000002,2,constant_0,D(P)4_after_final_H,0.920166015625,4096
5,0.2,2,constant_0,no_error,1.0,4096
5,0.2,2,constant_0,D(P)1_before_H,0.89453125,4096
5,0.2,2,constant_0,D(P)2_after_first_H,0.91015625,4096
5,0.2,2,constant_0,D(P)3_after_oracle,0.90087890625,4096
5,0.2,2,constant_0,D(P)4_after_final_H,0.903564453125,4096
5,0.25,2,constant_0,no_error,1.0,4096
5,0.25,2,constant_0,D(P)1_before_H,0.86865234375,4096
5,0.25,2,constant_0,D(P)2_after_first_H,0.87158203125,4096
5,0.25,2,constant_0,D(P)3_after_oracle,0.880859375,4096
5,0.25,2,constant_0,D(P)4_after_final_H,0.88330078125,4096
5,0.30000000000000004,2,constant_0,no_error,1.0,4096
5,0.30000000000000004,2,constant_0,D(P)1_before_H,0.859619140625,4096
5,0.30000000000000004,2,constant_0,D(P)2_after_first_H,0.8515625,4096
5,0.30000000000000004,2,constant_0,D(P)3_after_oracle,0.846923828125,4096
5,0.30000000000000004,2,constant_0,D(P)4_after_final_H,0.845947265625,4096
5,0.35000000000000003,2,constant_0,no_error,1.0,4096
5,0.35000000000000003,2,constant_0,D(P)1_before_H,0.8271484375,4096
5,0.35000000000000003,2,constant_0,D(P)2_after_first_H,0.81689453125,4096
5,0.35000000000000003,2,constant_0,D(P)3_after_oracle,0.83447265625,4096
5,0.35000000000000003,2,constant_0,D(P)4_after_final_H,0.814208984375,4096
5,0.4,2,constant_0,no_error,1.0,4096
5,0.4,2,constant_0,D(P)1_before_H,0.8017578125,4096
5,0.4,2,constant_0,D(P)2_after_first_H,0.805908203125,4096
5,0.4,2,constant_0,D(P)3_after_oracle,0.79541015625,4096
5,0.4,2,constant_0,D(P)4_after_final_H,0.805419921875,4096
5,0.45,2,constant_0,no_error,1.0,4096
5,0.45,2,constant_0,D(P)1_before_H,0.782470703125,4096
5,0.45,2,constant_0,D(P)2_after_first_H,0.768310546875,4096
5,0.45,2,constant_0,D(P)3_after_oracle,0.767822265625,4096
5,0.45,2,constant_0,D(P)4_after_final_H,0.773193359375,4096
5,0.5,2,constant_0,no_error,1.0,4096
5,0.5,2,constant_0,D(P)1_before_H,0.74560546875,4096
5,0.5,2,constant_0,D(P)2_after_first_H,0.738037109375,4096
5,0.5,2,constant_0,D(P)3_after_oracle,0.75439453125,4096
5,0.5,2,constant_0,D(P)4_after_final_H,0.755126953125,4096
5,0.55,2,constant_0,no_error,1.0,4096
5,0.55,2,constant_0,D(P)1_before_H,0.72314453125,4096
5,0.55,2,constant_0,D(P)2_after_first_H,0.72509765625,4096
5,0.55,2,constant_0,D(P)3_after_oracle,0.7216796875,4096
5,0.55,2,constant_0,D(P)4_after_final_H,0.735595703125,4096
5,0.6000000000000001,2,constant_0,no_error,1.0,4096
5,0.6000000000000001,2,constant_0,D(P)1_before_H,0.69873046875,4096
5,0.6000000000000001,2,constant_0,D(P)2_after_first_H,0.69873046875,4096
5,0.6000000000000001,2,constant_0,D(P)3_after_oracle,0.7001953125,4096
5,0.6000000000000001,2,constant_0,D(P)4_after_final_H,0.70849609375,4096
5,0.65,2,constant_0,no_error,1.0,4096
5,0.65,2,constant_0,D(P)1_before_H,0.68212890625,4096
5,0.65,2,constant_0,D(P)2_after_first_H,0.681884765625,4096
5,0.65,2,constant_0,D(P)3_after_oracle,0.664794921875,4096
5,0.65,2,constant_0,D(P)4_after_final_H,0.678955078125,4096
5,0.7000000000000001,2,constant_0,no_error,1.0,4096
5,0.7000000000000001,2,constant_0,D(P)1_before_H,0.635498046875,4096
5,0.7000000000000001,2,constant_0,D(P)2_after_first_H,0.651611328125,4096
5,0.7000000000000001,2,constant_0,D(P)3_after_oracle,0.646484375,4096
5,0.7000000000000001,2,constant_0,D(P)4_after_final_H,0.64599609375,4096
5,0.75,2,constant_0,no_error,1.0,4096
5,0.75,2,constant_0,D(P)1_before_H,0.6171875,4096
5,0.75,2,constant_0,D(P)2_after_first_H,0.625244140625,4096
5,0.75,2,constant_0,D(P)3_after_oracle,0.611328125,4096
5,0.75,2,constant_0,D(P)4_after_final_H,0.627685546875,4096
5,0.8,2,constant_0,no_error,1.0,4096
5,0.8,2,constant_0,D(P)1_before_H,0.593994140625,4096
5,0.8,2,constant_0,D(P)2_after_first_H,0.590087890625,4096
5,0.8,2,constant_0,D(P)3_after_oracle,0.591552734375,4096
5,0.8,2,constant_0,D(P)4_after_final_H,0.59521484375,4096
5,0.8500000000000001,2,constant_0,no_error,1.0,4096
5,0.8500000000000001,2,constant_0,D(P)1_before_H,0.576416015625,4096
5,0.8500000000000001,2,constant_0,D(P)2_after_first_H,0.56005859375,4096
5,0.8500000000000001,2,constant_0,D(P)3_after_oracle,0.571533203125,4096
5,0.8500000000000001,2,constant_0,D(P)4_after_final_H,0.588134765625,4096
5,0.9,2,constant_0,no_error,1.0,4096
5,0.9,2,constant_0,D(P)1_before_H,0.535400390625,4096
5,0.9,2,constant_0,D(P)2_after_first_H,0.553466796875,4096
5,0.9,2,constant_0,D(P)3_after_oracle,0.544677734375,4096
5,0.9,2,constant_0,D(P)4_after_final_H,0.556884765625,4096
5,0.9500000000000001,2,constant_0,no_error,1.0,4096
5,0.9500000000000001,2,constant_0,D(P)1_before_H,0.521484375,4096
5,0.9500000000000001,2,constant_0,D(P)2_after_first_H,0.524658203125,4096
5,0.9500000000000001,2,constant_0,D(P)3_after_oracle,0.535400390625,4096
5,0.9500000000000001,2,constant_0,D(P)4_after_final_H,0.54248046875,4096
5,1.0,2,constant_0,no_error,1.0,4096
5,1.0,2,constant_0,D(P)1_before_H,0.4951171875,4096
5,1.0,2,constant_0,D(P)2_after_first_H,0.4921875,4096
5,1.0,2,constant_0,D(P)3_after_oracle,0.501220703125,4096
5,1.0,2,constant_0,D(P)4_after_final_H,0.513916015625,4096
5,0.0,2,balanced_parity,no_error,0.0,4096
5,0.0,2,balanced_parity,D(P)1_before_H,0.0,4096
5,0.0,2,balanced_parity,D(P)2_after_first_H,0.0,4096
5,0.0,2,balanced_parity,D(P)3_after_oracle,0.0,4096
5,0.0,2,balanced_parity,D(P)4_after_final_H,0.0,4096
5,0.05,2,balanced_parity,no_error,0.0,4096
5,0.05,2,balanced_parity,D(P)1_before_H,0.0,4096
5,0.05,2,balanced_parity,D(P)2_after_first_H,0.0,4096
5,0.05,2,balanced_parity,D(P)3_after_oracle,0.0,4096
5,0.05,2,balanced_parity,D(P)4_after_final_H,0.0,4096
5,0.1,2,balanced_parity,no_error,0.0,4096
5,0.1,2,balanced_parity,D(P)1_before_H,0.0,4096
5,0.1,2,balanced_parity,D(P)2_after_first_H,0.0,4096
5,0.1,2,balanced_parity,D(P)3_after_oracle,0.0,4096
5,0.1,2,balanced_parity,D(P)4_after_final_H,0.0,4096
5,0.15000000000000002,2,balanced_parity,no_error,0.0,4096
5,0.15000000000000002,2,balanced_parity,D(P)1_before_H,0.0,4096
5,0.15000000000000002,2,balanced_parity,D(P)2_after_first_H,0.0,4096
5,0.15000000000000002,2,balanced_parity,D(P)3_after_oracle,0.0,4096
5,0.15000000000000002,2,balanced_parity,D(P)4_after_final_H,0.0,4096
5,0.2,2,balanced_parity,no_error,0.0,4096
5,0.2,2,balanced_parity,D(P)1_before_H,0.0,4096
5,0.2,2,balanced_parity,D(P)2_after_first_H,0.0,4096
5,0.2,2,balanced_parity,D(P)3_after_oracle,0.0,4096
5,0.2,2,balanced_parity,D(P)4_after_final_H,0.0,4096
5,0.25,2,balanced_parity,no_error,0.0,4096
5,0.25,2,balanced_parity,D(P)1_before_H,0.0,4096
5,0.25,2,balanced_parity,D(P)2_after_first_H,0.0,4096
5,0.25,2,balanced_parity,D(P)3_after_oracle,0.0,4096
5,0.25,2,balanced_parity,D(P)4_after_final_H,0.0,4096
5,0.30000000000000004,2,balanced_parity,no_error,0.0,4096
5,0.30000000000000004,2,balanced_parity,D(P)1_before_H,0.0,4096
5,0.30000000000000004,2,balanced_parity,D(P)2_after_first_H,0.0,4096
5,0.30000000000000004,2,balanced_parity,D(P)3_after_oracle,0.0,4096
5,0.30000000000000004,2,balanced_parity,D(P)4_after_final_H,0.0,4096
5,0.35000000000000003,2,balanced_parity,no_error,0.0,4096
5,0.35000000000000003,2,balanced_parity,D(P)1_before_H,0.0,4096
5,0.35000000000000003,2,balanced_parity,D(P)2_after_first_H,0.0,4096
5,0.35000000000000003,2,balanced_parity,D(P)3_after_oracle,0.0,4096
5,0.35000000000000003,2,balanced_parity,D(P)4_after_final_H,0.0,4096
5,0.4,2,balanced_parity,no_error,0.0,4096
5,0.4,2,balanced_parity,D(P)1_before_H,0.0,4096
5,0.4,2,balanced_parity,D(P)2_after_first_H,0.0,4096
5,0.4,2,balanced_parity,D(P)3_after_oracle,0.0,4096
5,0.4,2,balanced_parity,D(P)4_after_final_H,0.0,4096
5,0.45,2,balanced_parity,no_error,0.0,4096
5,0.45,2,balanced_parity,D(P)1_before_H,0.0,4096
5,0.45,2,balanced_parity,D(P)2_after_first_H,0.0,4096
5,0.45,2,balanced_parity,D(P)3_after_oracle,0.0,4096
5,0.45,2,balanced_parity,D(P)4_after_final_H,0.0,4096
5,0.5,2,balanced_parity,no_error,0.0,4096
5,0.5,2,balanced_parity,D(P)1_before_H,0.0,4096
5,0.5,2,balanced_parity,D(P)2_after_first_H,0.0,4096
5,0.5,2,balanced_parity,D(P)3_after_oracle,0.0,4096
5,0.5,2,balanced_parity,D(P)4_after_final_H,0.0,4096
5,0.55,2,balanced_parity,no_error,0.0,4096
5,0.55,2,balanced_parity,D(P)1_before_H,0.0,4096
5,0.55,2,balanced_parity,D(P)2_after_first_H,0.0,4096
5,0.55,2,balanced_parity,D(P)3_after_oracle,0.0,4096
5,0.55,2,balanced_parity,D(P)4_after_final_H,0.0,4096
5,0.6000000000000001,2,balanced_parity,no_error,0.0,4096
5,0.6000000000000001,2,balanced_parity,D(P)1_before_H,0.0,4096
5,0.6000000000000001,2,balanced_parity,D(P)2_after_first_H,0.0,4096
5,0.6000000000000001,2,balanced_parity,D(P)3_after_oracle,0.0,4096
5,0.6000000000000001,2,balanced_parity,D(P)4_after_final_H,0.0,4096
5,0.65,2,balanced_parity,no_error,0.0,4096
5,0.65,2,balanced_parity,D(P)1_before_H,0.0,4096
5,0.65,2,balanced_parity,D(P)2_after_first_H,0.0,4096
5,0.65,2,balanced_parity,D(P)3_after_oracle,0.0,4096
5,0.65,2,balanced_parity,D(P)4_after_final_H,0.0,4096
5,0.7000000000000001,2,balanced_parity,no_error,0.0,4096
5,0.7000000000000001,2,balanced_parity,D(P)1_before_H,0.0,4096
5,0.7000000000000001,2,balanced_parity,D(P)2_after_first_H,0.0,4096
5,0.7000000000000001,2,balanced_parity,D(P)3_after_oracle,0.0,4096
5,0.7000000000000001,2,balanced_parity,D(P)4_after_final_H,0.0,4096
5,0.75,2,balanced_parity,no_error,0.0,4096
5,0.75,2,balanced_parity,D(P)1_before_H,0.0,4096
5,0.75,2,balanced_parity,D(P)2_after_first_H,0.0,4096
5,0.75,2,balanced_parity,D(P)3_after_oracle,0.0,4096
5,0.75,2,balanced_parity,D(P)4_after_final_H,0.0,4096
5,0.8,2,balanced_parity,no_error,0.0,4096
5,0.8,2,balanced_parity,D(P)1_before_H,0.0,4096
5,0.8,2,balanced_parity,D(P)2_after_first_H,0.0,4096
5,0.8,2,balanced_parity,D(P)3_after_oracle,0.0,4096
5,0.8,2,balanced_parity,D(P)4_after_final_H,0.0,4096
5,0.8500000000000001,2,balanced_parity,no_error,0.0,4096
5,0.8500000000000001,2,balanced_parity,D(P)1_before_H,0.0,4096
5,0.8500000000000001,2,balanced_parity,D(P)2_after_first_H,0.0,4096
5,0.8500000000000001,2,balanced_parity,D(P)3_after_oracle,0.0,4096
5,0.8500000000000001,2,balanced_parity,D(P)4_after_final_H,0.0,4096
5,0.9,2,balanced_parity,no_error,0.0,4096
5,0.9,2,balanced_parity,D(P)1_before_H,0.0,4096
5,0.9,2,balanced_parity,D(P)2_after_first_H,0.0,4096
5,0.9,2,balanced_parity,D(P)3_after_oracle,0.0,4096
5,0.9,2,balanced_parity,D(P)4_after_final_H,0.0,4096
5,0.9500000000000001,2,balanced_parity,no_error,0.0,4096
5,0.9500000000000001,2,balanced_parity,D(P)1_before_H,0.0,4096
5,0.9500000000000001,2,balanced_parity,D(P)2_after_first_H,0.0,4096
5,0.9500000000000001,2,balanced_parity,D(P)3_after_oracle,0.0,4096
5,0.9500000000000001,2,balanced_parity,D(P)4_after_final_H,0.0,4096
5,1.0,2,balanced_parity,no_error,0.0,4096
5,1.0,2,balanced_parity,D(P)1_before_H,0.0,4096
5,1.0,2,balanced_parity,D(P)2_after_first_H,0.0,4096
5,1.0,2,balanced_parity,D(P)3_after_oracle,0.0,4096
5,1.0,2,balanced_parity,D(P)4_after_final_H,0.0,4096
