n,p,target_qubit,function,error_position,P0,success,shots
3,0.2,1,constant_0,D(P)2_after_first_H,0.89453125,0.89453125,1024
3,0.2,1,constant_0,D(P)3_after_oracle,0.8955078125,0.8955078125,1024
3,0.2,1,constant_0,D(P)4_after_final_H,0.890625,0.890625,1024
3,0.25,1,constant_0,no_error,1.0,1.0,1024
3,0.25,1,constant_0,D(P)1_before_H,0.8759765625,0.8759765625,1024
3,0.25,1,constant_0,D(P)2_after_first_H,0.8740234375,0.8740234375,1024
3,0.25,1,constant_0,D(P)3_after_oracle,0.9013671875,0.9013671875,1024
3,0.25,1,constant_0,D(P)4_after_final_H,0.876953125,0.876953125,1024
3,0.30000000000000004,1,constant_0,no_error,1.0,1.0,1024
3,0.30000000000000004,1,constant_0,D(P)1_before_H,0.8466796875,0.8466796875,1024
3,0.30000000000000004,1,constant_0,D(P)2_after_first_H,0.86328125,0.86328125,1024
3,0.30000000000000004,1,constant_0,D(P)3_after_oracle,0.84765625,0.84765625,1024
3,0.30000000000000004,1,constant_0,D(P)4_after_final_H,0.8544921875,0.8544921875,1024
3,0.35000000000000003,1,constant_0,no_error,1.0,1.0,1024
3,0.35000000000000003,1,constant_0,D(P)1_before_H,0.82421875,0.82421875,1024
3,0.35000000000000003,1,constant_0,D(P)2_after_first_H,0.818359375,0.818359375,1024
3,0.35000000000000003,1,constant_0,D(P)3_after_oracle,0.8291015625,0.8291015625,1024
3,0.35000000000000003,1,constant_0,D(P)4_after_final_H,0.837890625,0.837890625,1024
3,0.4,1,constant_0,no_error,1.0,1.0,1024
3,0.4,1,constant_0,D(P)1_before_H,0.78515625,0.78515625,1024
3,0.4,1,constant_0,D(P)2_after_first_H,0.8037109375,0.8037109375,1024
3,0.4,1,constant_0,D(P)3_after_oracle,0.82421875,0.82421875,1024
3,0.4,1,constant_0,D(P)4_after_final_H,0.7939453125,0.7939453125,1024
3,0.45,1,constant_0,no_error,1.0,1.0,1024
3,0.45,1,constant_0,D(P)1_before_H,0.7578125,0.7578125,1024
3,0.45,1,constant_0,D(P)2_after_first_H,0.75,0.75,1024
3,0.45,1,constant_0,D(P)3_after_oracle,0.767578125,0.767578125,1024
3,0.45,1,constant_0,D(P)4_after_final_H,0.7421875,0.7421875,1024
3,0.5,1,constant_0,no_error,1.0,1.0,1024
3,0.5,1,constant_0,D(P)1_before_H,0.7431640625,0.7431640625,1024
3,0.5,1,constant_0,D(P)2_after_first_H,0.7509765625,0.7509765625,1024
3,0.5,1,constant_0,D(P)3_after_oracle,0.76171875,0.76171875,1024
3,0.5,1,constant_0,D(P)4_after_final_H,0.7666015625,0.7666015625,1024
3,0.55,1,constant_0,no_error,1.0,1.0,1024
3,0.55,1,constant_0,D(P)1_before_H,0.7451171875,0.7451171875,1024
3,0.55,1,constant_0,D(P)2_after_first_H,0.7177734375,0.7177734375,1024
3,0.55,1,constant_0,D(P)3_after_oracle,0.7109375,0.7109375,1024
3,0.55,1,constant_0,D(P)4_after_final_H,0.720703125,0.720703125,1024
3,0.6000000000000001,1,constant_0,no_error,1.0,1.0,1024
3,0.6000000000000001,1,constant_0,D(P)1_before_H,0.708984375,0.708984375,1024
3,0.6000000000000001,1,constant_0,D(P)2_after_first_H,0.7109375,0.7109375,1024
3,0.6000000000000001,1,constant_0,D(P)3_after_oracle,0.69140625,0.69140625,1024
3,0.6000000000000001,1,constant_0,D(P)4_after_final_H,0.7060546875,0.7060546875,1024
3,0.65,1,constant_0,no_error,1.0,1.0,1024
3,0.65,1,constant_0,D(P)1_before_H,0.6650390625,0.6650390625,1024
3,0.65,1,constant_0,D(P)2_after_first_H,0.685546875,0.685546875,1024
3,0.65,1,constant_0,D(P)3_after_oracle,0.6650390625,0.6650390625,1024
3,0.65,1,constant_0,D(P)4_after_final_H,0.6767578125,0.6767578125,1024
3,0.7000000000000001,1,constant_0,no_error,1.0,1.0,1024
3,0.7000000000000001,1,constant_0,D(P)1_before_H,0.6591796875,0.6591796875,1024
3,0.7000000000000001,1,constant_0,D(P)2_after_first_H,0.65625,0.65625,1024
3,0.7000000000000001,1,constant_0,D(P)3_after_oracle,0.6455078125,0.6455078125,1024
3,0.7000000000000001,1,constant_0,D(P)4_after_final_H,0.6826171875,0.6826171875,1024
3,0.75,1,constant_0,no_error,1.0,1.0,1024
3,0.75,1,constant_0,D(P)1_before_H,0.6171875,0.6171875,1024
3,0.75,1,constant_0,D(P)2_after_first_H,0.62109375,0.62109375,1024
3,0.75,1,constant_0,D(P)3_after_oracle,0.6171875,0.6171875,1024
3,0.75,1,constant_0,D(P)4_after_final_H,0.6015625,0.6015625,1024
3,0.8,1,constant_0,no_error,1.0,1.0,1024
3,0.8,1,constant_0,D(P)1_before_H,0.6171875,0.6171875,1024
3,0.8,1,constant_0,D(P)2_after_first_H,0.6201171875,0.6201171875,1024
3,0.8,1,constant_0,D(P)3_after_oracle,0.5966796875,0.5966796875,1024
3,0.8,1,constant_0,D(P)4_after_final_H,0.5654296875,0.5654296875,1024
3,0.8500000000000001,1,constant_0,no_error,1.0,1.0,1024
3,0.8500000000000001,1,constant_0,D(P)1_before_H,0.56640625,0.56640625,1024
3,0.8500000000000001,1,constant_0,D(P)2_after_first_H,0.580078125,0.580078125,1024
3,0.8500000000000001,1,constant_0,D(P)3_after_oracle,0.5546875,0.5546875,1024
3,0.8500000000000001,1,constant_0,D(P)4_after_final_H,0.5791015625,0.5791015625,1024
3,0.9,1,constant_0,no_error,1.0,1.0,1024
3,0.9,1,constant_0,D(P)1_before_H,0.5380859375,0.5380859375,1024
3,0.9,1,constant_0,D(P)2_after_first_H,0.525390625,0.525390625,1024
3,0.9,1,constant_0,D(P)3_after_oracle,0.55078125,0.55078125,1024
3,0.9,1,constant_0,D(P)4_after_final_H,0.53125,0.53125,1024
3,0.9500000000000001,1,constant_0,no_error,1.0,1.0,1024
3,0.9500000000000001,1,constant_0,D(P)1_before_H,0.552734375,0.552734375,1024
3,0.9500000000000001,1,constant_0,D(P)2_after_first_H,0.5078125,0.5078125,1024
3,0.9500000000000001,1,constant_0,D(P)3_after_oracle,0.5341796875,0.5341796875,1024
3,0.9500000000000001,1,constant_0,D(P)4_after_final_H,0.5244140625,0.5244140625,1024
3,1.0,1,constant_0,no_error,1.0,1.0,1024
3,1.0,1,constant_0,D(P)1_before_H,0.5185546875,0.5185546875,1024
3,1.0,1,constant_0,D(P)2_after_first_H,0.4990234375,0.4990234375,1024
3,1.0,1,constant_0,D(P)3_after_oracle,0.517578125,0.517578125,1024
3,1.0,1,constant_0,D(P)4_after_final_H,0.498046875,0.498046875,1024
3,0.0,1,balanced,no_error,0.0,1.0,1024
3,0.0,1,balanced,D(P)1_before_H,0.0,1.0,1024
3,0.0,1,balanced,D(P)2_after_first_H,0.0,1.0,1024
3,0.0,1,balanced,D(P)3_after_oracle,0.0,1.0,1024
3,0.0,1,balanced,D(P)4_after_final_H,0.0,1.0,1024
3,0.05,1,balanced,no_error,0.0,1.0,1024
3,0.05,1,balanced,D(P)1_before_H,0.0,1.0,1024
3,0.05,1,balanced,D(P)2_after_first_H,0.0,1.0,1024
3,0.05,1,balanced,D(P)3_after_oracle,0.0,1.0,1024
3,0.05,1,balanced,D(P)4_after_final_H,0.0,1.0,1024
3,0.1,1,balanced,no_error,0.0,1.0,1024
3,0.1,1,balanced,D(P)1_before_H,0.0,1.0,1024
3,0.1,1,balanced,D(P)2_after_first_H,0.0,1.0,1024
3,0.1,1,balanced,D(P)3_after_oracle,0.0,1.0,1024
3,0.1,1,balanced,D(P)4_after_final_H,0.0,1.0,1024
3,0.15000000000000002,1,balanced,no_error,0.0,1.0,1024
3,0.15000000000000002,1,balanced,D(P)1_before_H,0.0,1.0,1024
3,0.15000000000000002,1,balanced,D(P)2_after_first_H,0.0,1.0,1024
3,0.15000000000000002,1,balanced,D(P)3_after_oracle,0.0,1.0,1024
3,0.15000000000000002,1,balanced,D(P)4_after_final_H,0.0,1.0,1024
3,0.2,1,balanced,no_error,0.0,1.0,1024
3,0.2,1,balanced,D(P)1_before_H,0.0,1.0,1024
3,0.2,1,balanced,D(P)2_after_first_H,0.0,1.0,1024
3,0.2,1,balanced,D(P)3_after_oracle,0.0,1.0,1024
3,0.2,1,balanced,D(P)4_after_final_H,0.0,1.0,1024
3,0.25,1,balanced,no_error,0.0,1.0,1024
3,0.25,1,balanced,D(P)1_before_H,0.0,1.0,1024
3,0.25,1,balanced,D(P)2_after_first_H,0.0,1.0,1024
3,0.25,1,balanced,D(P)3_after_oracle,0.0,1.0,1024
3,0.25,1,balanced,D(P)4_after_final_H,0.0,1.0,1024
3,0.30000000000000004,1,balanced,no_error,0.0,1.0,1024
3,0.30000000000000004,1,balanced,D(P)1_before_H,0.0,1.0,1024
3,0.30000000000000004,1,balanced,D(P)2_after_first_H,0.0,1.0,1024
3,0.30000000000000004,1,balanced,D(P)3_after_oracle,0.0,1.0,1024
3,0.30000000000000004,1,balanced,D(P)4_after_final_H,0.0,1.0,1024
3,0.35000000000000003,1,balanced,no_error,0.0,1.0,1024
3,0.35000000000000003,1,balanced,D(P)1_before_H,0.0,1.0,1024
3,0.35000000000000003,1,balanced,D(P)2_after_first_H,0.0,1.0,1024
3,0.35000000000000003,1,balanced,D(P)3_after_oracle,0.0,1.0,1024
3,0.35000000000000003,1,balanced,D(P)4_after_final_H,0.0,1.0,1024
3,0.4,1,balanced,no_error,0.0,1.0,1024
3,0.4,1,balanced,D(P)1_before_H,0.0,1.0,1024
3,0.4,1,balanced,D(P)2_after_first_H,0.0,1.0,1024
3,0.4,1,balanced,D(P)3_after_oracle,0.0,1.0,1024
3,0.4,1,balanced,D(P)4_after_final_H,0.0,1.0,1024
3,0.45,1,balanced,no_error,0.0,1.0,1024
3,0.45,1,balanced,D(P)1_before_H,0.0,1.0,1024
3,0.45,1,balanced,D(P)2_after_first_H,0.0,1.0,1024
3,0.45,1,balanced,D(P)3_after_oracle,0.0,1.0,1024
3,0.45,1,balanced,D(P)4_after_final_H,0.0,1.0,1024
3,0.5,1,balanced,no_error,0.0,1.0,1024
3,0.5,1,balanced,D(P)1_before_H,0.0,1.0,1024
3,0.5,1,balanced,D(P)2_after_first_H,0.0,1.0,1024
3,0.5,1,balanced,D(P)3_after_oracle,0.0,1.0,1024
3,0.5,1,balanced,D(P)4_after_final_H,0.0,1.0,1024
3,0.55,1,balanced,no_error,0.0,1.0,1024
3,0.55,1,balanced,D(P)1_before_H,0.0,1.0,1024
3,0.55,1,balanced,D(P)2_after_first_H,0.0,1.0,1024
3,0.55,1,balanced,D(P)3_after_oracle,0.0,1.0,1024
3,0.55,1,balanced,D(P)4_after_final_H,0.0,1.0,1024
3,0.6000000000000001,1,balanced,no_error,0.0,1.0,1024
3,0.6000000000000001,1,balanced,D(P)1_before_H,0.0,1.0,1024
3,0.6000000000000001,1,balanced,D(P)2_after_first_H,0.0,1.0,1024
3,0.6000000000000001,1,balanced,D(P)3_after_oracle,0.0,1.0,1024
3,0.6000000000000001,1,balanced,D(P)4_after_final_H,0.0,1.0,1024
3,0.65,1,balanced,no_error,0.0,1.0,1024
3,0.65,1,balanced,D(P)1_before_H,0.0,1.0,1024
3,0.65,1,balanced,D(P)2_after_first_H,0.0,1.0,1024
3,0.65,1,balanced,D(P)3_after_oracle,0.0,1.0,1024
3,0.65,1,balanced,D(P)4_after_final_H,0.0,1.0,1024
3,0.7000000000000001,1,balanced,no_error,0.0,1.0,1024
3,0.7000000000000001,1,balanced,D(P)1_before_H,0.0,1.0,1024
3,0.7000000000000001,1,balanced,D(P)2_after_first_H,0.0,1.0,1024
3,0.7000000000000001,1,balanced,D(P)3_after_oracle,0.0,1.0,1024
3,0.7000000000000001,1,balanced,D(P)4_after_final_H,0.0,1.0,1024
3,0.75,1,balanced,no_error,0.0,1.0,1024
3,0.75,1,balanced,D(P)1_before_H,0.0,1.0,1024
3,0.75,1,balanced,D(P)2_after_first_H,0.0,1.0,1024
3,0.75,1,balanced,D(P)3_after_oracle,0.0,1.0,1024
3,0.75,1,balanced,D(P)4_after_final_H,0.0,1.0,1024
3,0.8,1,balanced,no_error,0.0,1.0,1024
3,0.8,1,balanced,D(P)1_before_H,0.0,1.0,1024
3,0.8,1,balanced,D(P)2_after_first_H,0.0,1.0,1024
3,0.8,1,balanced,D(P)3_after_oracle,0.0,1.0,1024
3,0.8,1,balanced,D(P)4_after_final_H,0.0,1.0,1024
3,0.8500000000000001,1,balanced,no_error,0.0,1.0,1024
3,0.8500000000000001,1,balanced,D(P)1_before_H,0.0,1.0,1024
3,0.8500000000000001,1,balanced,D(P)2_after_first_H,0.0,1.0,1024
3,0.8500000000000001,1,balanced,D(P)3_after_oracle,0.0,1.0,1024
3,0.8500000000000001,1,balanced,D(P)4_after_final_H,0.0,1.0,1024
3,0.9,1,balanced,no_error,0.0,1.0,1024
3,0.9,1,balanced,D(P)1_before_H,0.0,1.0,1024
3,0.9,1,balanced,D(P)2_after_first_H,0.0,1.0,1024
3,0.9,1,balanced,D(P)3_after_oracle,0.0,1.0,1024
3,0.9,1,balanced,D(P)4_after_final_H,0.0,1.0,1024
3,0.9500000000000001,1,balanced,no_error,0.0,1.0,1024
3,0.9500000000000001,1,balanced,D(P)1_before_H,0.0,1.0,1024
3,0.9500000000000001,1,balanced,D(P)2_after_first_H,0.0,1.0,1024
3,0.9500000000000001,1,balanced,D(P)3_after_oracle,0.0,1.0,1024
3,0.9500000000000001,1,balanced,D(P)4_after_final_H,0.0,1.0,1024
3,1.0,1,balanced,no_error,0.0,1.0,1024
3,1.0,1,balanced,D(P)1_before_H,0.0,1.0,1024
3,1.0,1,balanced,D(P)2_after_first_H,0.0,1.0,1024
3,1.0,1,balanced,D(P)3_after_oracle,0.0,1.0,1024
3,1.0,1,balanced,D(P)4_after_final_H,0.0,1.0,1024
5,0.0,2,constant_1,no_error,1.0,1.0,1024
5,0.0,2,constant_1,D(P)1_before_H,1.0,1.0,1024
5,0.0,2,constant_1,D(P)2_after_first_H,1.0,1.0,1024
5,0.0,2,constant_1,D(P)3_after_oracle,1.0,1.0,1024
5,0.0,2,constant_1,D(P)4_after_final_H,1.0,1.0,1024
5,0.05,2,constant_1,no_error,1.0,1.0,1024
5,0.05,2,constant_1,D(P)1_before_H,0.966796875,0.966796875,1024
5,0.05,2,constant_1,D(P)2_after_first_H,0.9677734375,0.9677734375,1024
5,0.05,2,constant_1,D(P)3_after_oracle,0.974609375,0.974609375,1024
5,0.05,2,constant_1,D(P)4_after_final_H,0.978515625,0.978515625,1024
5,0.1,2,constant_1,no_error,1.0,1.0,1024
5,0.1,2,constant_1,D(P)1_before_H,0.9365234375,0.9365234375,1024
5,0.1,2,constant_1,D(P)2_after_first_H,0.9306640625,0.9306640625,1024
5,0.1,2,constant_1,D(P)3_after_oracle,0.951171875,0.951171875,1024
5,0.1,2,constant_1,D(P)4_after_final_H,0.9580078125,0.9580078125,1024
5,0.15000000000000002,2,constant_1,no_error,1.0,1.0,1024
5,0.15000000000000002,2,constant_1,D(P)1_before_H,0.9267578125,0.9267578125,1024
5,0.15000000000000002,2,constant_1,D(P)2_after_first_H,0.9375,0.9375,1024
5,0.15000000000000002,2,constant_1,D(P)3_after_oracle,0.927734375,0.927734375,1024
5,0.15000000000000002,2,constant_1,D(P)4_after_final_H,0.9365234375,0.9365234375,1024
5,0.2,2,constant_1,no_error,1.0,1.0,1024
5,0.2,2,constant_1,D(P)1_before_H,0.908203125,0.908203125,1024
5,0.2,2,constant_1,D(P)2_after_first_H,0.8994140625,0.8994140625,1024
5,0.2,2,constant_1,D(P)3_after_oracle,0.908203125,0.908203125,1024
5,0.2,2,constant_1,D(P)4_after_final_H,0.88671875,0.88671875,1024
5,0.25,2,constant_1,no_error,1.0,1.0,1024
5,0.25,2,constant_1,D(P)1_before_H,0.873046875,0.873046875,1024
5,0.25,2,constant_1,D(P)2_after_first_H,0.884765625,0.884765625,1024
5,0.25,2,constant_1,D(P)3_after_oracle,0.8876953125,0.8876953125,1024
5,0.25,2,constant_1,D(P)4_after_final_H,0.8671875,0.8671875,1024
5,0.30000000000000004,2,constant_1,no_error,1.0,1.0,1024
5,0.30000000000000004,2,constant_1,D(P)1_before_H,0.8466796875,0.8466796875,1024
5,0.30000000000000004,2,constant_1,D(P)2_after_first_H,0.8701171875,0.8701171875,1024
5,0.30000000000000004,2,constant_1,D(P)3_after_oracle,0.8330078125,0.8330078125,1024
5,0.30000000000000004,2,constant_1,D(P)4_after_final_H,0.853515625,0.853515625,1024
5,0.35000000000000003,2,constant_1,no_error,1.0,1.0,1024
5,0.35000000000000003,2,constant_1,D(P)1_before_H,0.8291015625,0.8291015625,1024
5,0.35000000000000003,2,constant_1,D(P)2_after_first_H,0.833984375,0.833984375,1024
5,0.35000000000000003,2,constant_1,D(P)3_after_oracle,0.8232421875,0.8232421875,1024
5,0.35000000000000003,2,constant_1,D(P)4_after_final_H,0.8212890625,0.8212890625,1024
5,0.4,2,constant_1,no_error,1.0,1.0,1024
5,0.4,2,constant_1,D(P)1_before_H,0.7763671875,0.7763671875,1024
5,0.4,2,constant_1,D(P)2_after_first_H,0.7861328125,0.7861328125,1024
5,0.4,2,constant_1,D(P)3_after_oracle,0.794921875,0.794921875,1024
5,0.4,2,constant_1,D(P)4_after_final_H,0.787109375,0.787109375,1024
5,0.45,2,constant_1,no_error,1.0,1.0,1024
5,0.45,2,constant_1,D(P)1_before_H,0.7724609375,0.7724609375,1024
5,0.45,2,constant_1,D(P)2_after_first_H,0.7568359375,0.7568359375,1024
5,0.45,2,constant_1,D(P)3_after_oracle,0.7900390625,0.7900390625,1024
5,0.45,2,constant_1,D(P)4_after_final_H,0.7763671875,0.7763671875,1024
5,0.5,2,constant_1,no_error,1.0,1.0,1024
5,0.5,2,constant_1,D(P)1_before_H,0.7490234375,0.7490234375,1024
5,0.5,2,constant_1,D(P)2_after_first_H,0.748046875,0.748046875,1024
5,0.5,2,constant_1,D(P)3_after_oracle,0.7666015625,0.7666015625,1024
5,0.5,2,constant_1,D(P)4_after_final_H,0.740234375,0.740234375,1024
5,0.55,2,constant_1,no_error,1.0,1.0,1024
5,0.55,2,constant_1,D(P)1_before_H,0.7353515625,0.7353515625,1024
5,0.55,2,constant_1,D(P)2_after_first_H,0.744140625,0.744140625,1024
5,0.55,2,constant_1,D(P)3_after_oracle,0.7255859375,0.7255859375,1024
5,0.55,2,constant_1,D(P)4_after_final_H,0.7177734375,0.7177734375,1024
5,0.6000000000000001,2,constant_1,no_error,1.0,1.0,1024
5,0.6000000000000001,2,constant_1,D(P)1_before_H,0.6845703125,0.6845703125,1024
5,0.6000000000000001,2,constant_1,D(P)2_after_first_H,0.724609375,0.724609375,1024
5,0.6000000000000001,2,constant_1,D(P)3_after_oracle,0.7138671875,0.7138671875,1024
5,0.6000000000000001,2,constant_1,D(P)4_after_final_H,0.703125,0.703125,1024
5,0.65,2,constant_1,no_error,1.0,1.0,1024
5,0.65,2,constant_1,D(P)1_before_H,0.6513671875,0.6513671875,1024
5,0.65,2,constant_1,D(P)2_after_first_H,0.666015625,0.666015625,1024
5,0.65,2,constant_1,D(P)3_after_oracle,0.6767578125,0.6767578125,1024
5,0.65,2,constant_1,D(P)4_after_final_H,0.68359375,0.68359375,1024
5,0.7000000000000001,2,constant_1,no_error,1.0,1.0,1024
5,0.7000000000000001,2,constant_1,D(P)1_before_H,0.662109375,0.662109375,1024
5,0.7000000000000001,2,constant_1,D(P)2_after_first_H,0.6591796875,0.6591796875,1024
5,0.7000000000000001,2,constant_1,D(P)3_after_oracle,0.669921875,0.669921875,1024
5,0.7000000000000001,2,constant_1,D(P)4_after_final_H,0.6416015625,0.6416015625,1024
5,0.75,2,constant_1,no_error,1.0,1.0,1024
5,0.75,2,constant_1,D(P)1_before_H,0.63671875,0.63671875,1024
5,0.75,2,constant_1,D(P)2_after_first_H,0.6376953125,0.6376953125,1024
5,0.75,2,constant_1,D(P)3_after_oracle,0.6298828125,0.6298828125,1024
5,0.75,2,constant_1,D(P)4_after_final_H,0.6123046875,0.6123046875,1024
5,0.8,2,constant_1,no_error,1.0,1.0,1024
5,0.8,2,constant_1,D(P)1_before_H,0.5869140625,0.5869140625,1024
5,0.8,2,constant_1,D(P)2_after_first_H,0.6015625,0.6015625,1024
5,0.8,2,constant_1,D(P)3_after_oracle,0.5947265625,0.5947265625,1024
5,0.8,2,constant_1,D(P)4_after_final_H,0.6220703125,0.6220703125,1024
5,0.8500000000000001,2,constant_1,no_error,1.0,1.0,1024
5,0.8500000000000001,2,constant_1,D(P)1_before_H,0.572265625,0.572265625,1024
5,0.8500000000000001,2,constant_1,D(P)2_after_first_H,0.5908203125,0.5908203125,1024
5,0.8500000000000001,2,constant_1,D(P)3_after_oracle,0.546875,0.546875,1024
5,0.8500000000000001,2,constant_1,D(P)4_after_final_H,0.5849609375,0.5849609375,1024
5,0.9,2,constant_1,no_error,1.0,1.0,1024
5,0.9,2,constant_1,D(P)1_before_H,0.548828125,0.548828125,1024
5,0.9,2,constant_1,D(P)2_after_first_H,0.5439453125,0.5439453125,1024
5,0.9,2,constant_1,D(P)3_after_oracle,0.56640625,0.56640625,1024
5,0.9,2,constant_1,D(P)4_after_final_H,0.556640625,0.556640625,1024
5,0.9500000000000001,2,constant_1,no_error,1.0,1.0,1024
5,0.9500000000000001,2,constant_1,D(P)1_before_H,0.5087890625,0.5087890625,1024
5,0.9500000000000001,2,constant_1,D(P)2_after_first_H,0.5205078125,0.5205078125,1024
5,0.9500000000000001,2,constant_1,D(P)3_after_oracle,0.5126953125,0.5126953125,1024
5,0.9500000000000001,2,constant_1,D(P)4_after_final_H,0.5390625,0.5390625,1024
5,1.0,2,constant_1,no_error,1.0,1.0,1024
5,1.0,2,constant_1,D(P)1_before_H,0.4853515625,0.4853515625,1024
5,1.0,2,constant_1,D(P)2_after_first_H,0.4873046875,0.4873046875,1024
5,1.0,2,constant_1,D(P)3_after_oracle,0.4912109375,0.4912109375,1024
5,1.0,2,constant_1,D(P)4_after_final_H,0.533203125,0.533203125,1024
5,0.0,2,constant_0,no_error,1.0,1.0,1024
5,0.0,2,constant_0,D(P)1_before_H,1.0,1.0,1024
5,0.0,2,constant_0,D(P)2_after_first_H,1.0,1.0,1024
5,0.0,2,constant_0,D(P)3_after_oracle,1.0,1.0,1024
5,0.0,2,constant_0,D(P)4_after_final_H,1.0,1.0,1024
5,0.05,2,constant_0,no_error,1.0,1.0,1024
5,0.05,2,constant_0,D(P)1_before_H,0.9794921875,0.9794921875,1024
5,0.05,2,constant_0,D(P)2_after_first_H,0.9775390625,0.9775390625,1024
5,0.05,2,constant_0,D(P)3_after_oracle,0.9638671875,0.9638671875,1024
5,0.05,2,constant_0,D(P)4_after_final_H,0.970703125,0.970703125,1024
5,0.1,2,constant_0,no_error,1.0,1.0,1024
5,0.1,2,constant_0,D(P)1_before_H,0.9404296875,0.9404296875,1024
5,0.1,2,constant_0,D(P)2_after_first_H,0.9423828125,0.9423828125,1024
5,0.1,2,constant_0,D(P)3_after_oracle,0.9599609375,0.9599609375,1024
5,0.1,2,constant_0,D(P)4_after_final_H,0.947265625,0.947265625,1024
5,0.15000000000000002,2,constant_0,no_error,1.0,1.0,1024
5,0.15000000000000002,2,constant_0,D(P)1_before_H,0.9189453125,0.9189453125,1024
5,0.15000000000000002,2,constant_0,D(P)2_after_first_H,0.943359375,0.943359375,1024
5,0.15000000000000002,2,constant_0,D(P)3_after_oracle,0.927734375,0.927734375,1024
5,0.15000000000000002,2,constant_0,D(P)4_after_final_H,0.916015625,0.916015625,1024
5,0.2,2,constant_0,no_error,1.0,1.0,1024
5,0.2,2,constant_0,D(P)1_before_H,0.8994140625,0.8994140625,1024
5,0.2,2,constant_0,D(P)2_after_first_H,0.9033203125,0.9033203125,1024
5,0.2,2,constant_0,D(P)3_after_oracle,0.9140625,0.9140625,1024
5,0.2,2,constant_0,D(P)4_after_final_H,0.892578125,0.892578125,1024
5,0.25,2,constant_0,no_error,1.0,1.0,1024
5,0.25,2,constant_0,D(P)1_before_H,0.8798828125,0.8798828125,1024
5,0.25,2,constant_0,D(P)2_after_first_H,0.8916015625,0.8916015625,1024
5,0.25,2,constant_0,D(P)3_after_oracle,0.865234375,0.865234375,1024
5,0.25,2,constant_0,D(P)4_after_final_H,0.8662109375,0.8662109375,1024
5,0.30000000000000004,2,constant_0,no_error,1.0,1.0,1024
5,0.30000000000000004,2,constant_0,D(P)1_before_H,0.8642578125,0.8642578125,1024
5,0.30000000000000004,2,constant_0,D(P)2_after_first_H,0.8671875,0.8671875,1024
5,0.30000000000000004,2,constant_0,D(P)3_after_oracle,0.853515625,0.853515625,1024
5,0.30000000000000004,2,constant_0,D(P)4_after_final_H,0.853515625,0.853515625,1024
5,0.35000000000000003,2,constant_0,no_error,1.0,1.0,1024
5,0.35000000000000003,2,constant_0,D(P)1_before_H,0.841796875,0.841796875,1024
5,0.35000000000000003,2,constant_0,D(P)2_after_first_H,0.830078125,0.830078125,1024
5,0.35000000000000003,2,constant_0,D(P)3_after_oracle,0.810546875,0.810546875,1024
5,0.35000000000000003,2,constant_0,D(P)4_after_final_H,0.83203125,0.83203125,1024
5,0.4,2,constant_0,no_error,1.0,1.0,1024
5,0.4,2,constant_0,D(P)1_before_H,0.8017578125,0.8017578125,1024
5,0.4,2,constant_0,D(P)2_after_first_H,0.796875,0.796875,1024
5,0.4,2,constant_0,D(P)3_after_oracle,0.8134765625,0.8134765625,1024
5,0.4,2,constant_0,D(P)4_after_final_H,0.7919921875,0.7919921875,1024
5,0.45,2,constant_0,no_error,1.0,1.0,1024
5,0.45,2,constant_0,D(P)1_before_H,0.7802734375,0.7802734375,1024
5,0.45,2,constant_0,D(P)2_after_first_H,0.7626953125,0.7626953125,1024
5,0.45,2,constant_0,D(P)3_after_oracle,0.783203125,0.783203125,1024
5,0.45,2,constant_0,D(P)4_after_final_H,0.7744140625,0.7744140625,1024
5,0.5,2,constant_0,no_error,1.0,1.0,1024
5,0.5,2,constant_0,D(P)1_before_H,0.775390625,0.775390625,1024
5,0.5,2,constant_0,D(P)2_after_first_H,0.74609375,0.74609375,1024
5,0.5,2,constant_0,D(P)3_after_oracle,0.7353515625,0.7353515625,1024
5,0.5,2,constant_0,D(P)4_after_final_H,0.7294921875,0.7294921875,1024
5,0.55,2,constant_0,no_error,1.0,1.0,1024
5,0.55,2,constant_0,D(P)1_before_H,0.734375,0.734375,1024
5,0.55,2,constant_0,D(P)2_after_first_H,0.75390625,0.75390625,1024
5,0.55,2,constant_0,D(P)3_after_oracle,0.73828125,0.73828125,1024
5,0.55,2,constant_0,D(P)4_after_final_H,0.732421875,0.732421875,1024
5,0.6000000000000001,2,constant_0,no_error,1.0,1.0,1024
5,0.6000000000000001,2,constant_0,D(P)1_before_H,0.697265625,0.697265625,1024
5,0.6000000000000001,2,constant_0,D(P)2_after_first_H,0.6826171875,0.6826171875,1024
5,0.6000000000000001,2,constant_0,D(P)3_after_oracle,0.728515625,0.728515625,1024
5,0.6000000000000001,2,constant_0,D(P)4_after_final_H,0.7001953125,0.7001953125,1024
5,0.65,2,constant_0,no_error,1.0,1.0,1024
5,0.65,2,constant_0,D(P)1_before_H,0.6826171875,0.6826171875,1024
5,0.65,2,constant_0,D(P)2_after_first_H,0.6689453125,0.6689453125,1024
5,0.65,2,constant_0,D(P)3_after_oracle,0.6767578125,0.6767578125,1024
5,0.65,2,constant_0,D(P)4_after_final_H,0.6806640625,0.6806640625,1024
5,0.7000000000000001,2,constant_0,no_error,1.0,1.0,1024
5,0.7000000000000001,2,constant_0,D(P)1_before_H,0.662109375,0.662109375,1024
5,0.7000000000000001,2,constant_0,D(P)2_after_first_H,0.65234375,0.65234375,1024
